production,p_per_m2,p_max,panel_area,facade_area,total_panel_area,exploitation_ratio,air_temp_mean,air_temp_max,clearsky_ghi_mean,clearsky_gti_mean,cloud_opacity_mean,ghi_mean,ghi_max,gti_mean,gti_max,precipitable_water_mean,precipitable_water_min,precipitable_water_max,precipitation_rate_mean,precipitation_rate_min,precipitation_rate_max,relative_humidity_mean,relative_humidity_min,relative_humidity_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,wind_direction_100m_mean,wind_direction_100m_min,wind_direction_100m_max,wind_speed_100m_mean,wind_speed_100m_min,wind_speed_100m_max
5.2,143.0,210.0,1.72,218.0,94.6,0.434,2.5052304964539003,4.2,60.951418439716306,126.44609929078015,41.78507978723404,32.74627659574468,179.8,43.59849290780142,307.2,11.045992907801418,8.98,13.66,0.10953900709219852,0.0,0.38,87.46183510638298,80.46,94.22,1034.9600088652483,1033.44,1037.2199999999998,270.3139184397163,194.0,328.4,4.257234042553192,1.9200000000000004,5.86
1.4,143.0,210.0,1.72,218.0,94.6,0.434,2.4791666666666665,4.0,60.8125,126.16666666666669,42.61914893617021,33.4375,150.0,38.0625,246.0,11.30625,9.1,13.2,0.0520833333333333,0.0,0.3,89.77291666666667,80.6,95.9,1034.84375,1031.7,1038.1,259.7708333333333,227.0,339.0,5.036170212765957,2.0,6.2
2.742857142857143,143.0,210.0,1.72,218.0,94.6,0.434,2.639880952380952,3.5714285714285716,64.69345238095238,132.60714285714286,67.19672619047618,25.211309523809522,146.28571428571428,28.610119047619047,184.71428571428572,12.127380952380951,9.37142857142857,15.542857142857143,0.19464285714285712,0.028571428571428574,0.5857142857142856,87.88363095238095,81.41428571428571,92.52857142857144,1025.6541666666667,1022.5571428571428,1028.5,246.06845238095235,156.42857142857142,311.7142857142857,5.367261904761905,3.3285714285714287,7.528571428571429
1.2,143.0,210.0,1.72,218.0,94.6,0.434,2.895833333333333,4.0,64.3125,132.89583333333334,68.14375,21.104166666666668,111.0,20.375,107.0,12.854166666666666,9.3,15.7,0.1583333333333333,0.0,0.5,89.04583333333333,82.2,93.5,1024.0083333333334,1020.0,1027.3,251.97916666666663,213.0,300.0,4.45625,2.5,7.7
14.614285714285716,143.0,210.0,1.72,218.0,94.6,0.434,3.4464285714285716,5.857142857142857,71.94047619047619,144.55952380952382,41.24583333333333,42.041666666666664,225.42857142857142,63.21130952380952,370.14285714285717,10.712797619047619,8.0,13.857142857142858,0.1380952380952381,0.028571428571428574,0.38571428571428573,82.66130952380952,71.91428571428571,91.31428571428572,1015.603869047619,1011.5857142857143,1020.1428571428571,210.10416666666669,169.71428571428572,266.2857142857143,5.892857142857143,3.8000000000000003,7.757142857142857
11.9,143.0,210.0,1.72,218.0,94.6,0.434,3.6041666666666665,7.0,72.79166666666667,145.875,42.63333333333333,38.1875,264.0,49.0,459.0,11.05,7.5,13.1,0.0125,0.0,0.1,83.88958333333333,70.5,91.8,1014.88125,1009.7,1021.0,232.125,206.0,283.0,5.783333333333334,3.7,8.6
4.642857142857143,143.0,210.0,1.72,218.0,94.6,0.434,-1.2172619047619047,0.42857142857142855,79.16964285714286,150.86607142857142,47.578869047619044,31.651785714285715,161.42857142857142,36.101190476190474,200.28571428571428,8.520833333333334,6.257142857142857,11.442857142857141,0.014880952380952356,0.0,0.08571428571428572,80.96696428571428,74.39999999999999,85.62857142857142,1012.0791666666667,1007.6714285714286,1016.4285714285714,151.73214285714286,82.71428571428571,220.57142857142858,3.7711309523809526,2.3428571428571425,5.371428571428572
2.7,143.0,210.0,1.72,218.0,94.6,0.434,-1.8958333333333333,0.0,80.0625,151.0625,51.90833333333333,25.9375,133.0,27.58333333333333,148.0,8.741666666666667,5.5,10.1,0.0083333333333333,0.0,0.1,82.97916666666667,74.8,87.3,1012.425,1003.5,1018.5,175.97916666666666,25.0,202.0,3.0895833333333336,1.8,4.1
9.785714285714286,143.0,210.0,1.72,218.0,94.6,0.434,2.979166666666667,5.0,89.125,163.55952380952382,63.8467261904762,43.24107142857143,247.28571428571428,54.79464285714285,367.7142857142857,10.799404761904762,8.357142857142858,13.457142857142857,0.1303571428571428,0.014285714285714287,0.41428571428571426,84.99970238095239,74.48571428571428,91.48571428571428,997.2747023809524,992.1714285714286,1002.5142857142857,199.71428571428572,137.71428571428572,259.85714285714283,6.007440476190476,3.457142857142857,8.028571428571428
4.6,143.0,210.0,1.72,218.0,94.6,0.434,2.395833333333333,4.0,90.125,162.375,66.1875,32.3125,228.0,31.83333333333333,274.0,10.139583333333333,7.0,14.0,0.1166666666666666,0.0,0.5,82.32083333333334,70.5,90.4,996.2895833333332,991.0,1002.9,190.4375,124.0,264.0,5.433333333333334,2.8,7.4
21.985714285714288,143.0,210.0,1.72,218.0,94.6,0.434,3.2529761904761902,6.714285714285714,102.07142857142857,180.6220238095238,36.45446428571429,69.53273809523809,321.7142857142857,107.5565476190476,488.2857142857143,10.116369047619047,7.714285714285714,13.0,0.041666666666666644,0.0,0.21428571428571427,77.25982142857143,61.74285714285714,88.84285714285714,1021.5294642857143,1017.3285714285714,1025.1,212.00595238095235,171.71428571428572,253.0,5.360416666666667,3.4714285714285715,7.357142857142857
22.9,143.0,210.0,1.72,218.0,94.6,0.434,2.5416666666666665,5.0,102.9375,180.25,28.75,76.91666666666667,363.0,103.0625,604.0,10.46875,7.2,13.8,0.0020833333333333,0.0,0.1,78.42083333333333,61.9,91.4,1017.8416666666668,1016.0,1028.6,194.375,184.0,219.0,5.33125,2.5,7.7
