Dataset,MAE e-base,MSE e-base,R2 e-base,T(entrainement-e-base)[s],Optuna best R2,Paramètres optimisés,T(entrainement-optimisé)[s],MAE optimisé,MSE optimisé,R2 optimisé,Graph_scatter,Graph_hist,Graph_courbe,T(evaluation-inference)[s],Nombre d'époques e-base,Nombre d'époques optimisé
batiment_4,0.18171501506526933,0.07165726611320172,0.26887187891646736,30.674818754196167,0.05978109993314029,"lr=0.00328, f1=88, f2=99, dense=44",15.664319038391113,0.24251214644822083,0.09215008147533042,0.05978109993314029,plots\batiment_4_scatter.png,plots\batiment_4_hist.png,plots\batiment_4_courbe.png,0.7325270175933838,50,100
