Dataset,MAE e-base,MSE e-base,R2 e-base,T(entrainement-e-base)[s],Optuna best R2,Paramètres optimisés,T(entrainement-optimisé)[s],MAE optimisé,MSE optimisé,R2 optimisé,Graph_scatter,Graph_hist,Graph_courbe,T(evaluation-inference)[s],Nombre d'époques e-base,Nombre d'époques optimisé
batiment_5,0.12173903217368169,0.025460307926289505,0.18900559874973533,51.39412474632263,0.23817957103362175,"lr=0.00151, f1=97, f2=124, dense=68",120.8742241859436,0.11960368440861478,0.023916543290705757,0.23817957103362175,plots\batiment_5_scatter.png,plots\batiment_5_hist.png,plots\batiment_5_courbe.png,0.9891998767852783,50,100
