Dataset,MAE e-base,MSE e-base,R2 e-base,T(entrainement-e-base)[s],Optuna best R2,Paramètres optimisés,T(entrainement-optimisé)[s],MAE optimisé,MSE optimisé,R2 optimisé,Graph_scatter,Graph_hist,Graph_courbe,T(evaluation-inference)[s],Nombre d'époques e-base,Nombre d'époques optimisé
scaled_dataset2,0.0162583411307313,0.0005471630601655383,0.512037679846255,51.90915560722351,0.6542407894137099,"lr=0.00634, f1=58, f2=51, dense=55",128.67634057998657,0.013290107931099322,0.00038770753382188865,0.6542407894137099,plots\scaled_dataset2_scatter.png,plots\scaled_dataset2_hist.png,plots\scaled_dataset2_courbe.png,0.9064679145812988,50,100
