Dataset,MAE e-base,MSE e-base,R2 e-base,T(entrainement-e-base)[s],Optuna best R2,Paramètres optimisés,T(entrainement-optimisé)[s],MAE optimisé,MSE optimisé,R2 optimisé,Graph_scatter,Graph_hist,Graph_courbe,T(evaluation-inference)[s],Nombre d'époques e-base,Nombre d'époques optimisé
scaled_dataset3,0.01721152830986565,0.000575802656038658,0.48649676769789996,52.01279401779175,0.5532619015123821,"lr=0.00940, f1=34, f2=36, dense=35",189.73950004577637,0.014897469170236457,0.0005009374186597074,0.5532619015123821,plots\scaled_dataset3_scatter.png,plots\scaled_dataset3_hist.png,plots\scaled_dataset3_courbe.png,0.8902390003204346,50,100
