Dataset,MAE e-base,MSE e-base,R2 e-base,T(entrainement-e-base)[s],Optuna best R2,Paramètres optimisés,T(entrainement-optimisé)[s],MAE optimisé,MSE optimisé,R2 optimisé,Graph_scatter,Graph_hist,Graph_courbe,T(evaluation-inference)[s],Nombre d'époques e-base,Nombre d'époques optimisé
scaled_dataset4,0.016398756572284113,0.000520127423252165,0.5361481746429847,115.13575863838196,0.613647554594493,"lr=0.00101, f1=92, f2=97, dense=86",438.46976828575134,0.014306750977491768,0.0004332256356677499,0.613647554594493,plots\scaled_dataset4_scatter.png,plots\scaled_dataset4_hist.png,plots\scaled_dataset4_courbe.png,2.0428037643432617,50,100
