Dataset,MAE e-base,MSE e-base,R2 e-base,T(entrainement-e-base)[s],Optuna best R2,Paramètres optimisés,T(entrainement-optimisé)[s],MAE optimisé,MSE optimisé,R2 optimisé,Graph_scatter,Graph_hist,Graph_courbe,T(evaluation-inference)[s],Nombre d'époques e-base,Nombre d'époques optimisé
batiment_3,0.15516344740494228,0.050209135453329036,0.13267108009499695,28.745397806167603,0.20785368093695067,"lr=0.00389, f1=81, f2=91, dense=106",57.795571088790894,0.14652586700862488,0.04585686112835821,0.20785368093695067,plots\batiment_3_scatter.png,plots\batiment_3_hist.png,plots\batiment_3_courbe.png,0.7544693946838379,50,100
