Dataset,MAE e-base,MSE e-base,R2 e-base,T(entrainement-e-base)[s],Optuna best R2,Paramètres optimisés,T(entrainement-optimisé)[s],MAE optimisé,MSE optimisé,R2 optimisé,Graph_scatter,Graph_hist,Graph_courbe,T(evaluation-inference)[s],Nombre d'époques e-base,Nombre d'époques optimisé
batiment_1,0.1963106645296049,0.0657618674563012,-0.038169332457607785,18.24163007736206,0.03311815396658757,"lr=0.00411, f1=62, f2=51, dense=75",38.83249473571777,0.18824951507042187,0.061246228160327064,0.03311815396658757,plots\batiment_1_scatter.png,plots\batiment_1_hist.png,plots\batiment_1_courbe.png,0.580984354019165,50,100
