production,p_per_m2,p_max,panel_area,facade_area,total_panel_area,exploitation_ratio,air_temp_mean,air_temp_max,clearsky_ghi_mean,clearsky_gti_mean,cloud_opacity_mean,ghi_mean,ghi_max,gti_mean,gti_max,precipitable_water_mean,precipitable_water_min,precipitable_water_max,precipitation_rate_mean,precipitation_rate_min,precipitation_rate_max,relative_humidity_mean,relative_humidity_min,relative_humidity_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,wind_direction_100m_mean,wind_direction_100m_min,wind_direction_100m_max,wind_speed_100m_mean,wind_speed_100m_min,wind_speed_100m_max
1.4,143.0,210,1.72,243.0,111.8,0.46,-0.0625,1,65.625,133.64583333333334,74.34375,21.125,111,20.39583333333333,107,12.6,7.1,15.7,0.1125,0.0,0.3,89.12916666666666,84.3,92.3,1026.5333333333333,1025.8,1027.2,251.85416666666663,220,360,3.670833333333333,0.9,5.9
1.1,143.0,210,1.72,243.0,111.8,0.46,2.895833333333333,4,67.08333333333333,136.54166666666666,83.31875000000001,18.77083333333333,104,18.104166666666668,101,15.016666666666666,12.0,18.9,0.3833333333333333,0.0,1.6,90.82708333333332,85.8,94.2,1023.53125,1017.3,1027.1,222.29166666666663,211,230,7.05625,5.3,9.8
0.1,143.0,210,1.72,243.0,111.8,0.46,7.083333333333333,9,65.27083333333333,130.95833333333334,84.06041666666667,14.145833333333334,78,13.625,75,19.575,14.7,23.1,0.625,0.2,1.2,91.25625,88.0,95.1,1011.8979166666668,1006.6,1017.0,243.5,223,280,8.94375,6.4,11.2
9.8,143.0,210,1.72,243.0,111.8,0.46,5.4375,8,68.47916666666667,137.0,45.79791666666667,31.416666666666668,167,31.08333333333333,161,11.1875,8.3,16.4,0.1416666666666667,0.0,0.8,83.88958333333333,78.7,90.2,1014.7395833333334,1006.8,1022.7,293.4166666666667,277,311,7.608333333333333,4.8,9.6
6.1,143.0,210,1.72,243.0,111.8,0.46,3.4375,6,68.79166666666667,136.625,25.625,35.520833333333336,169,39.41666666666666,246,11.039583333333333,8.5,13.1,0.0,0.0,0.0,84.325,70.6,93.6,1022.9375,1021.1,1024.1,232.10416666666663,218,283,4.783333333333333,3.7,5.5
28.9,143.0,210,1.72,243.0,111.8,0.46,3.6041666666666665,7,74.22916666666667,152.83333333333334,42.55,52.9375,278,87.5,515,8.914583333333333,7.5,13.1,0.0,0.0,0.0,75.91458333333334,60.9,87.6,1014.4270833333334,1009.5,1020.8,204.29166666666663,193,217,5.777083333333334,3.5,8.6
18.4,143.0,210,1.72,243.0,111.8,0.46,5.791666666666667,7,72.79166666666667,145.91666666666666,53.45416666666667,43.41666666666666,270,63.29166666666666,464,12.283333333333331,6.4,17.1,0.1916666666666666,0.0,0.6,77.81666666666666,71.3,86.2,1009.7145833333334,1006.9,1015.8,236.66666666666663,206,284,8.570833333333333,6.3,10.0
15.5,143.0,210,1.72,243.0,111.8,0.46,0.9791666666666666,3,75.25,149.25,27.925,38.0625,263,48.6875,457,6.525,5.8,7.7,0.0125,0.0,0.1,81.05416666666666,65.2,91.8,1018.9916666666668,1016.1,1020.9,151.39583333333334,10,341,3.297916666666667,0.7,6.1
56.5,143.0,210,1.72,243.0,111.8,0.46,-2.2291666666666665,1,78.77083333333333,159.4375,9.410416666666666,78.77083333333333,356,159.4375,671,5.422916666666667,4.8,6.3,0.0,0.0,0.0,84.45,68.8,94.7,1015.5729166666666,1013.2,1018.6,109.4375,61,147,2.275,1.2,3.3
2.0,143.0,210,1.72,243.0,111.8,0.46,-2.083333333333333,0,74.39583333333333,144.0,60.61041666666667,29.0,154,27.979166666666668,148,9.791666666666666,6.3,11.0,0.0125,0.0,0.1,82.95416666666667,76.0,87.9,1015.1729166666668,1012.9,1019.2,81.97916666666667,25,165,2.208333333333333,1.1,3.8
28.8,143.0,210,1.72,243.0,111.8,0.46,-2.9791666666666665,-1,80.0625,158.52083333333334,8.535416666666666,59.60416666666666,333,94.33333333333331,597,6.329166666666667,4.3,10.1,0.0,0.0,0.0,86.74166666666667,77.5,91.2,1020.4083333333332,1019.3,1022.0,33.583333333333336,13,186,2.708333333333333,0.3,3.8
2.4,143.0,210,1.72,243.0,111.8,0.46,-1.8958333333333333,0,81.70833333333333,160.54166666666666,28.541666666666668,25.9375,114,27.58333333333333,151,5.116666666666666,4.3,7.6,0.0,0.0,0.0,83.03333333333333,74.8,90.6,1010.1791666666668,1002.1,1019.1,175.91666666666666,155,202,3.0895833333333336,1.8,4.1
3.3,143.0,210,1.72,243.0,111.8,0.46,-1.1041666666666667,0,78.85416666666667,151.10416666666666,46.925,40.145833333333336,197,38.75,190,8.887500000000001,7.9,9.4,0.0083333333333333,0.0,0.1,77.67916666666666,73.9,80.6,998.6229166666668,996.4,1002.8,79.6875,5,155,3.560416666666667,1.9,5.1
1.0,143.0,210,1.72,243.0,111.8,0.46,-2.083333333333333,-2,76.5625,137.83333333333334,52.020833333333336,16.416666666666668,73,15.895833333333334,70,6.54375,5.5,8.3,0.0,0.0,0.0,76.14375,72.1,79.9,1009.7958333333332,1003.3,1015.5,270.3958333333333,0,360,2.6666666666666665,1.6,3.9
3.5,143.0,210,1.72,243.0,111.8,0.46,-1.1875,1,80.6875,149.89583333333334,58.91875,25.291666666666668,131,24.52083333333333,126,8.735416666666667,5.4,16.5,0.0229166666666666,0.0,0.1,76.27916666666667,71.1,80.8,1017.1354166666666,1015.3,1018.2,212.8958333333333,189,262,4.327083333333333,2.6,7.7
4.1,143.0,210,1.72,243.0,111.8,0.46,2.8125,5,81.91666666666667,154.20833333333334,76.96041666666666,25.6875,135,24.791666666666668,130,14.170833333333334,10.1,17.1,0.0604166666666666,0.0,0.3,83.90625,75.4,87.3,1012.2895833333332,1003.3,1017.2,207.9583333333333,192,214,7.841666666666666,7.1,9.3
5.5,143.0,210,1.72,243.0,111.8,0.46,6.041666666666667,8,85.29166666666667,161.8125,74.52291666666666,30.291666666666668,228,31.02083333333333,274,12.883333333333333,9.5,16.4,0.2041666666666667,0.0,0.7,79.57916666666667,70.4,86.4,994.6979166666666,990.2,1002.7,216.3958333333333,191,279,9.427083333333334,6.8,10.6
1.5,143.0,210,1.72,243.0,111.8,0.46,2.395833333333333,3,82.625,148.625,69.65416666666667,24.125,110,23.3125,106,10.1375,7.0,11.3,0.2125,0.0,0.5,87.95208333333333,85.4,90.4,1001.0166666666668,997.8,1007.9,246.3125,217,282,8.077083333333333,4.4,9.6
29.5,143.0,210,1.72,243.0,111.8,0.46,1.2916666666666667,4,90.625,170.27083333333334,50.07083333333333,67.29166666666667,371,100.08333333333331,665,7.108333333333333,6.2,8.5,0.0,0.0,0.0,82.3,65.3,91.7,1005.54375,995.9,1010.3,189.5833333333333,121,264,4.225,2.6,5.3
5.2,143.0,210,1.72,243.0,111.8,0.46,0.875,3,86.9375,156.6875,50.40833333333333,32.395833333333336,171,31.89583333333333,165,8.835416666666667,6.1,10.8,0.0541666666666666,0.0,0.3,79.21875,70.5,86.8,995.5875,990.9,1000.1,190.375,124,241,8.022916666666667,4.0,11.3
26.6,143.0,210,1.72,243.0,111.8,0.46,1.2291666666666667,4,95.10416666666669,177.95833333333334,59.21041666666667,61.29166666666666,328,85.16666666666667,571,8.545833333333333,5.8,14.7,0.1166666666666666,0.0,0.5,81.51875,66.9,90.3,996.1458333333334,991.0,998.8,160.20833333333334,109,192,5.433333333333334,2.8,7.4
1.3,143.0,210,1.72,243.0,111.8,0.46,4.229166666666667,6,90.125,162.4375,77.05,25.604166666666668,146,24.6875,140,16.164583333333333,13.8,18.5,0.3229166666666667,0.1,0.8,92.44166666666666,83.9,97.7,990.0583333333334,988.4,991.4,130.60416666666666,45,203,3.7083333333333335,1.6,7.2
19.7,143.0,210,1.72,243.0,111.8,0.46,4.791666666666667,7,93.14583333333331,167.3125,66.20833333333333,61.35416666666666,376,86.875,651,11.872916666666669,10.1,14.0,0.00625,0.0,0.1,91.91458333333333,78.7,97.2,996.95,990.2,1005.6,264.1875,156,358,3.1625,1.9,4.8
2.3,143.0,210,1.72,243.0,111.8,0.46,2.5416666666666665,4,93.33333333333331,164.14583333333334,63.5,30.33333333333333,174,29.27083333333333,168,10.4625,7.3,13.8,0.1041666666666666,0.0,0.4,82.18541666666667,69.5,92.8,1017.3291666666668,1005.9,1028.5,339.4375,303,356,5.33125,1.7,7.7
50.0,143.0,210,1.72,243.0,111.8,0.46,0.7916666666666666,5,102.9375,188.1458333333333,23.89375,100.5,423,178.375,731,6.46875,5.5,8.5,0.0,0.0,0.0,78.42083333333333,57.8,92.0,1028.7583333333334,1027.6,1030.5,166.5,20,343,1.9125,0.2,4.1
58.0,143.0,210,1.72,243.0,111.8,0.46,0.625,5,103.91666666666669,188.29166666666663,1.2291666666666667,103.70833333333331,433,187.3958333333333,741,7.314583333333334,6.4,8.5,0.0,0.0,0.0,79.64999999999999,61.9,91.4,1028.90625,1027.7,1029.9,176.39583333333334,131,217,2.4458333333333333,0.8,4.0
55.9,143.0,210,1.72,243.0,111.8,0.46,1.0208333333333333,7,106.97916666666669,193.5208333333333,17.645833333333332,105.125,443,186.60416666666663,758,6.597916666666666,6.1,7.2,0.0,0.0,0.0,74.89375,53.1,85.4,1025.9770833333334,1021.0,1029.0,189.8333333333333,179,204,3.520833333333333,2.5,4.8
2.5,143.0,210,1.72,243.0,111.8,0.46,2.583333333333333,5,99.95833333333331,173.47916666666666,53.575,23.70833333333333,151,22.916666666666668,146,13.2375,7.2,19.3,0.13125,0.0,0.5,82.13958333333333,66.5,93.0,1017.7125,1015.8,1021.0,203.29166666666663,191,219,7.35625,5.1,8.5
28.5,143.0,210,1.72,243.0,111.8,0.46,6.375,10,102.29166666666669,176.60416666666666,28.76875,76.91666666666667,363,103.10416666666669,604,13.427083333333334,10.8,16.9,0.0020833333333333,0.0,0.1,76.26041666666667,63.5,89.8,1017.4770833333332,1012.0,1020.6,194.3333333333333,184,205,7.666666666666667,6.4,10.2
9.3,143.0,210,1.72,243.0,111.8,0.46,8.854166666666666,11,105.14583333333331,180.2708333333333,66.60208333333334,46.4375,267,45.5,273,13.2375,10.7,16.8,0.0541666666666666,0.0,0.5,67.12708333333333,59.9,77.6,1013.5958333333332,1010.4,1015.5,214.1875,194,228,9.297916666666667,7.6,12.2
2.2,143.0,210,1.72,243.0,111.8,0.46,8.8125,13,105.4375,180.91666666666663,75.54583333333333,29.375,141,28.27083333333333,136,16.1875,11.7,21.1,0.3729166666666666,0.0,2.4,70.55208333333333,55.6,84.5,1004.7125,998.7,1013.1,213.9375,186,245,11.135416666666666,7.8,14.0
13.3,143.0,210,1.72,243.0,111.8,0.46,4.625,6,111.85416666666669,191.2083333333333,48.725,52.91666666666666,279,61.208333333333336,456,9.3375,8.4,12.1,0.0729166666666666,0.0,0.3,78.88125000000001,68.7,91.4,1021.0729166666666,1009.8,1031.3,266.3333333333333,248,278,6.239583333333333,3.7,8.7
20.3,143.0,210,1.72,243.0,111.8,0.46,2.6875,6,115.47916666666669,198.75,32.25416666666667,81.20833333333333,362,102.25,610,10.172916666666667,7.5,12.7,0.0125,0.0,0.1,82.66250000000001,58.1,97.0,1035.56875,1031.8,1038.0,249.0833333333333,165,313,2.3229166666666665,0.6,4.7
63.9,143.0,210,1.72,243.0,111.8,0.46,2.208333333333333,9,116.75,197.3333333333333,2.30625,116.58333333333331,468,196.6875,758,10.435416666666669,9.8,11.6,0.0,0.0,0.0,75.71041666666666,46.8,93.3,1037.1041666666667,1036.1,1037.9,129.95833333333334,91,173,1.3041666666666667,0.9,2.0
64.6,143.0,210,1.72,243.0,111.8,0.46,4.333333333333333,12,118.79166666666669,198.66666666666663,3.1875,118.5625,475,197.8333333333333,767,9.502083333333331,7.9,10.3,0.0,0.0,0.0,71.71666666666667,44.6,85.9,1036.1583333333333,1034.7,1037.6,140.54166666666666,85,191,1.91875,0.6,3.7
64.0,143.0,210,1.72,243.0,111.8,0.46,5.458333333333333,15,125.0,210.1875,0.0,125.0,494,210.1875,795,6.102083333333333,4.8,7.8,0.0,0.0,0.0,70.3625,41.1,86.7,1032.3333333333333,1029.8,1034.7,144.52083333333334,88,184,1.9791666666666667,0.8,3.6
65.3,143.0,210,1.72,243.0,111.8,0.46,6.083333333333333,16,127.83333333333331,214.16666666666663,0.0458333333333333,127.72916666666669,501,213.8333333333333,804,5.835416666666667,4.7,6.8,0.0,0.0,0.0,66.32916666666667,37.6,82.3,1028.61875,1027.2,1029.8,190.79166666666663,187,196,4.23125,2.9,5.7
78.65,143.0,210,1.72,243.0,111.8,0.46,6.5625,17,131.8125,219.5208333333333,5.5875,131.8125,514,219.5208333333333,821,5.054166666666666,4.4,6.1,0.0,0.0,0.0,63.01458333333333,33.3,79.2,1024.9479166666667,1022.9,1027.3,191.6875,178,208,4.654166666666667,3.4,5.4
34.95,143.0,210,1.72,243.0,111.8,0.46,6.416666666666667,16,130.9375,215.1875,7.058333333333334,130.8125,509,214.5833333333333,805,6.7250000000000005,6.1,7.9,0.0,0.0,0.0,65.15208333333334,37.6,80.9,1021.1520833333334,1018.9,1023.5,194.3125,151,217,3.94375,1.2,5.6
4.6,143.0,210,1.72,243.0,111.8,0.46,6.75,11,109.66666666666669,160.875,54.84583333333333,29.6875,130,29.08333333333333,126,14.075,8.2,17.8,0.0,0.0,0.0,74.97500000000001,61.8,90.4,1021.7854166666666,1020.1,1023.8,243.2708333333333,4,358,4.05625,1.0,7.1
46.8,143.0,210,1.72,243.0,111.8,0.46,6.5625,13,122.16666666666669,188.6458333333333,35.0,105.375,457,145.375,683,14.3875,11.8,16.4,0.0,0.0,0.0,82.91250000000001,62.1,96.5,1025.0895833333334,1023.7,1027.2,195.2083333333333,163,346,1.88125,0.1,3.0
49.4,143.0,210,1.72,243.0,111.8,0.46,8.5,16,129.20833333333334,202.8958333333333,8.054166666666667,119.52083333333331,499,177.04166666666666,771,15.66875,13.0,18.4,0.0,0.0,0.0,74.17916666666666,49.3,93.1,1028.9791666666667,1027.5,1031.7,238.9583333333333,199,306,2.595833333333333,1.3,3.8
16.3,143.0,210,1.72,243.0,111.8,0.46,9.166666666666666,13,130.375,204.29166666666663,31.90833333333333,64.04166666666667,342,68.95833333333333,382,16.039583333333333,12.2,20.3,0.0,0.0,0.0,77.37708333333333,59.3,90.3,1034.4583333333333,1032.1,1036.5,154.22916666666666,7,353,3.483333333333333,0.8,5.9
54.9,143.0,210,1.72,243.0,111.8,0.46,6.5,12,144.41666666666666,231.5833333333333,17.14375,136.0,520,209.54166666666663,810,7.547916666666667,5.9,11.8,0.0,0.0,0.0,60.42916666666667,31.2,92.0,1036.0541666666666,1034.9,1036.9,65.20833333333333,49,84,5.466666666666666,4.5,6.9
67.9,143.0,210,1.72,243.0,111.8,0.46,5.770833333333333,14,145.89583333333334,232.4375,3.9375,144.64583333333334,542,229.3958333333333,836,8.929166666666667,6.7,12.7,0.0,0.0,0.0,42.6,25.7,55.7,1036.3395833333334,1035.3,1037.3,53.66666666666666,36,111,3.48125,0.4,5.3
66.0,143.0,210,1.72,243.0,111.8,0.46,8.270833333333334,17,146.1875,230.04166666666663,10.15,144.10416666666666,545,224.22916666666663,830,9.995833333333334,8.3,11.8,0.0,0.0,0.0,50.739583333333336,34.7,77.8,1036.0145833333331,1034.7,1037.1,49.583333333333336,36,61,3.804166666666666,2.2,4.9
62.7,143.0,210,1.72,243.0,111.8,0.46,8.875,19,151.3125,237.0833333333333,15.858333333333334,146.4375,560,223.5833333333333,853,8.720833333333333,6.2,10.6,0.0,0.0,0.0,67.65208333333334,36.0,87.5,1033.6208333333334,1031.7,1035.5,57.8125,38,97,2.120833333333333,0.8,3.5
65.3,143.0,210,1.72,243.0,111.8,0.46,9.5625,19,153.77083333333334,239.5,0.1416666666666666,152.97916666666666,566,237.8125,855,8.354166666666666,7.0,10.6,0.0,0.0,0.0,62.93333333333334,29.2,84.2,1027.1208333333334,1022.5,1031.8,126.625,42,209,1.902083333333333,0.4,6.1
58.0,143.0,210,1.72,243.0,111.8,0.46,10.854166666666666,18,145.5625,219.0,1.1729166666666666,143.0625,539,212.3958333333333,796,12.935416666666669,8.3,18.6,0.0645833333333333,0.0,0.7,60.68125,43.2,73.8,1020.4083333333332,1018.7,1022.5,231.9375,209,273,6.833333333333333,5.5,8.7
3.0,143.0,210,1.72,243.0,111.8,0.46,8.715789473684211,10,138.42105263157896,199.2421052631579,50.549473684210525,31.53684210526316,171,30.4,165,16.585263157894737,13.7,19.0,0.4873684210526315,0.0,1.5,83.80105263157895,75.3,87.8,1017.337894736842,1015.1,1020.8,257.37894736842105,219,288,6.070526315789474,4.2,7.7
10.7,143.0,210,1.72,243.0,111.8,0.46,8.770833333333334,11,149.4375,221.375,43.68125,63.895833333333336,302,62.25,319,14.854166666666666,13.7,17.3,0.0354166666666666,0.0,0.1,79.625,63.1,88.9,1018.8854166666666,1017.4,1020.9,214.3333333333333,199,245,5.666666666666667,3.9,7.3
6.0,143.0,210,1.72,243.0,111.8,0.46,10.8125,13,153.52083333333334,228.7083333333333,64.04791666666667,48.22916666666666,341,48.3125,417,16.435416666666665,13.3,17.8,0.0,0.0,0.0,68.03541666666666,57.1,81.6,1014.4041666666668,1006.6,1018.9,210.35416666666663,192,227,8.535416666666666,7.4,10.3
16.7,143.0,210,1.72,243.0,111.8,0.46,9.673469387755102,12,151.9795918367347,222.51020408163265,63.08367346938776,65.40816326530613,463,73.89795918367346,614,14.418367346938776,10.4,17.2,0.3163265306122449,0.0,1.6,63.55918367346939,51.5,80.5,1004.3571428571428,1000.5,1010.3,221.1836734693877,195,246,10.548979591836734,8.1,13.7
5.4,143.0,210,1.72,243.0,111.8,0.46,7.458333333333333,9,160.64583333333334,237.35416666666663,60.23125,49.458333333333336,227,47.958333333333336,219,14.266666666666666,10.3,18.1,0.25625,0.0,1.0,77.25,65.3,85.2,1011.9666666666668,1010.4,1014.0,218.875,182,254,7.697916666666667,5.4,9.8
30.6,143.0,210,1.72,243.0,111.8,0.46,9.125,15,164.33333333333334,242.16666666666663,46.38958333333333,109.52083333333331,509,130.72916666666666,699,14.927083333333334,11.3,21.1,0.0041666666666666,0.0,0.1,68.0,45.4,87.3,1006.0333333333332,999.0,1013.5,172.20833333333334,153,190,5.452083333333333,3.4,6.8
31.6,143.0,210,1.72,243.0,111.8,0.46,9.791666666666666,12,167.91666666666666,246.22916666666663,40.93333333333333,96.54166666666669,569,122.1875,824,14.495833333333332,10.7,19.4,0.1729166666666667,0.0,0.7,69.09583333333333,54.6,82.1,1003.55625,996.7,1009.9,205.97916666666663,157,235,9.172916666666667,4.9,11.5
35.2,143.0,210,1.72,243.0,111.8,0.46,8.833333333333334,12,173.39583333333334,253.54166666666663,40.797916666666666,103.27083333333331,416,119.0,535,11.391666666666666,9.3,15.2,0.06875,0.0,0.5,62.96875,41.3,80.4,1016.4145833333332,1010.1,1020.0,229.8125,203,247,7.597916666666666,5.3,9.6
4.3,143.0,210,1.72,243.0,111.8,0.46,10.0,12,168.375,240.97916666666663,56.87916666666666,40.395833333333336,159,38.97916666666666,153,15.860416666666666,12.8,20.7,0.09375,0.0,0.6,74.97500000000001,65.8,80.7,1019.1083333333332,1017.5,1020.7,222.8333333333333,201,239,10.09375,8.4,12.2
32.7,143.0,210,1.72,243.0,111.8,0.46,11.395833333333334,15,171.39583333333334,243.9583333333333,45.875,108.66666666666669,593,140.77083333333334,838,16.570833333333333,7.3,27.4,0.45625,0.0,2.4,69.30624999999999,44.1,90.3,1014.68125,1010.4,1021.8,239.1458333333333,188,274,11.835416666666667,7.9,15.0
30.5,143.0,210,1.72,243.0,111.8,0.46,5.354166666666667,7,174.64583333333334,244.9375,27.51875,101.4375,584,117.875,798,8.81875,7.6,10.9,0.1791666666666666,0.0,0.9,65.07916666666667,47.4,75.0,1023.3416666666668,1019.7,1028.5,261.1041666666667,237,277,8.045833333333333,4.8,10.7
36.1,143.0,210,1.72,243.0,111.8,0.46,6.8125,12,184.41666666666663,262.2916666666667,33.79375,135.10416666666666,483,161.45833333333334,608,10.141666666666667,6.8,18.1,0.0604166666666666,0.0,0.9,56.96041666666667,30.7,83.9,1019.9,1007.7,1029.0,202.25,183,252,7.5375,4.9,11.6
34.6,143.0,210,1.72,243.0,111.8,0.46,6.791666666666667,9,180.5208333333333,251.8125,38.80416666666667,122.10416666666669,532,140.08333333333334,687,11.075,8.7,15.9,0.2291666666666666,0.0,1.0,70.93124999999999,59.2,83.4,1013.6166666666668,1010.4,1015.5,238.22916666666663,221,267,9.097916666666666,7.6,11.2
2.3,143.0,210,1.72,243.0,111.8,0.46,6.375,8,180.85416666666663,251.8125,73.59375,44.16666666666666,176,42.85416666666666,170,15.520833333333334,12.5,20.5,0.6416666666666667,0.0,1.8,84.64791666666666,81.1,90.1,1011.44375,1006.0,1016.2,234.72916666666663,209,277,10.370833333333334,5.9,14.2
1.5,143.0,210,1.72,243.0,111.8,0.46,10.354166666666666,12,177.58333333333334,243.7083333333333,79.62916666666666,32.5,134,31.375,129,22.47083333333333,13.2,26.3,0.5,0.1,1.6,84.92291666666667,80.7,90.9,1013.0145833333332,1011.1,1015.9,237.3958333333333,205,249,9.8125,6.0,12.3
36.6,143.0,210,1.72,243.0,111.8,0.46,11.333333333333334,13,190.0625,263.0416666666667,40.93333333333333,127.125,586,153.14583333333334,812,15.2,6.3,25.0,0.08125,0.0,0.4,70.49374999999999,57.7,82.1,1014.2520833333332,1008.7,1017.5,228.1458333333333,206,240,9.33125,7.4,11.4
16.9,143.0,210,1.72,243.0,111.8,0.46,8.333333333333334,14,188.79166666666663,257.375,30.347916666666663,73.33333333333333,403,81.22916666666667,529,11.304166666666667,6.1,18.6,0.1854166666666666,0.0,1.2,68.99166666666666,51.9,84.2,1009.2333333333332,1005.8,1016.4,234.3333333333333,203,280,7.8125,4.5,10.0
20.7,143.0,210,1.72,243.0,111.8,0.46,5.145833333333333,8,198.5833333333333,271.0416666666667,22.160416666666663,86.85416666666667,443,95.35416666666669,516,9.272916666666667,8.5,9.9,0.0770833333333333,0.0,0.3,80.60833333333333,68.3,92.3,1020.56875,1016.5,1024.8,236.2083333333333,212,259,4.591666666666667,2.6,6.4
52.8,143.0,210,1.72,243.0,111.8,0.46,5.041666666666667,10,203.2083333333333,276.1458333333333,3.470833333333333,187.22916666666663,643,245.5833333333333,862,8.002083333333333,6.5,9.5,0.0166666666666666,0.0,0.2,73.05,42.9,98.4,1028.0895833333334,1024.9,1032.2,88.875,13,250,1.93125,0.2,3.8
63.1,143.0,210,1.72,243.0,111.8,0.46,5.6875,13,206.97916666666663,280.4583333333333,1.445833333333333,206.8125,691,280.2708333333333,942,8.220833333333333,6.5,9.4,0.0,0.0,0.0,61.76458333333333,34.4,88.2,1033.6125,1032.3,1034.7,53.97916666666666,39,73,3.2916666666666665,1.6,4.9
62.9,143.0,210,1.72,243.0,111.8,0.46,8.083333333333334,16,211.54166666666663,285.6041666666667,5.8375,211.1458333333333,703,284.9791666666667,954,8.029166666666667,7.4,8.7,0.0,0.0,0.0,55.12083333333334,29.6,77.5,1032.46875,1030.7,1034.2,53.9375,41,66,4.635416666666667,3.9,5.6
57.9,143.0,210,1.72,243.0,111.8,0.46,9.4375,18,211.8958333333333,283.5625,5.191666666666666,210.3958333333333,702,280.8125,947,8.38125,7.6,9.1,0.0,0.0,0.0,58.4625,33.0,81.1,1029.5729166666667,1027.7,1031.3,148.16666666666666,61,222,1.36875,0.1,3.5
59.7,143.0,210,1.72,243.0,111.8,0.46,9.645833333333334,18,212.25,281.4791666666667,0.4729166666666667,212.25,704,281.4791666666667,945,9.416666666666666,8.7,11.2,0.0,0.0,0.0,65.4875,36.6,88.4,1027.9416666666666,1026.7,1029.1,174.16666666666666,2,359,2.7375000000000003,0.3,5.6
