date,production,p_per_m2,p_max,panel_area,facade_area,total_panel_area,exploitation_ratio,air_temp_mean,air_temp_max,clearsky_ghi_mean,clearsky_gti_mean,cloud_opacity_mean,ghi_mean,ghi_max,gti_mean,gti_max,precipitable_water_mean,precipitable_water_min,precipitable_water_max,precipitation_rate_mean,precipitation_rate_min,precipitation_rate_max,relative_humidity_mean,relative_humidity_min,relative_humidity_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,wind_direction_100m_mean,wind_direction_100m_min,wind_direction_100m_max,wind_speed_100m_mean,wind_speed_100m_min,wind_speed_100m_max,building_id
2019-01-11,1.4,143.0,210,1.72,243.0,111.8,0.46,-0.0416666666666666,1,65.625,133.64583333333334,74.34375,21.104166666666668,111,20.354166666666668,107,12.589583333333332,7.1,15.6,0.1125,0.0,0.3,89.02083333333333,84.3,92.5,1026.5083333333334,1025.8,1027.1,251.91666666666663,220,358,3.672916666666667,0.9,5.8,6
2019-01-12,1.1,143.0,210,1.72,243.0,111.8,0.46,2.895833333333333,4,67.08333333333333,136.54166666666666,83.3875,18.6875,103,18.02083333333333,99,15.027083333333332,12.0,18.9,0.3645833333333333,0.0,1.6,90.8875,85.8,94.4,1023.4895833333334,1017.2,1027.1,222.5833333333333,211,230,7.0687500000000005,5.3,9.7,6
2019-01-13,0.1,143.0,210,1.72,243.0,111.8,0.46,7.104166666666667,9,65.27083333333333,130.91666666666666,84.01666666666667,14.208333333333334,80,13.729166666666666,77,19.56875,14.7,23.1,0.6145833333333334,0.2,1.2,91.19166666666666,88.0,95.1,1011.8604166666668,1006.5,1017.0,243.54166666666663,223,280,8.9375,6.4,11.2,6
2019-01-14,9.2,143.0,210,1.72,243.0,111.8,0.46,5.4375,8,68.47916666666667,137.04166666666666,45.614583333333336,31.604166666666668,165,31.3125,159,11.179166666666667,8.2,16.4,0.1333333333333333,0.0,0.8,83.86458333333333,78.7,90.2,1014.6979166666666,1006.8,1022.6,293.375,277,311,7.616666666666667,4.8,9.6,6
2019-01-15,5.6,143.0,210,1.72,243.0,111.8,0.46,3.4375,6,68.77083333333333,136.60416666666666,25.49375,35.5625,168,39.10416666666666,232,11.05,8.5,13.2,0.0,0.0,0.0,84.28958333333334,70.1,93.6,1022.9208333333332,1021.1,1024.1,232.29166666666663,218,284,4.791666666666667,3.7,5.5,6
2019-01-16,27.4,143.0,210,1.72,243.0,111.8,0.46,3.6041666666666665,7,74.22916666666667,152.85416666666666,42.70208333333333,52.145833333333336,265,84.64583333333333,515,8.927083333333334,7.6,13.1,0.0,0.0,0.0,76.06666666666666,61.0,87.6,1014.3791666666666,1009.5,1020.8,204.54166666666663,194,217,5.791666666666667,3.5,8.6,6
2019-01-17,16.6,143.0,210,1.72,243.0,111.8,0.46,5.8125,7,72.8125,145.89583333333334,53.19166666666666,43.833333333333336,272,64.5,474,12.279166666666669,6.4,17.2,0.1916666666666666,0.0,0.6,77.79791666666667,71.3,86.2,1009.68125,1006.9,1015.8,236.6875,206,284,8.579166666666667,6.4,10.0,6
2019-01-18,15.2,143.0,210,1.72,243.0,111.8,0.46,0.9791666666666666,3,75.25,149.25,27.835416666666664,38.3125,264,49.145833333333336,459,6.514583333333333,5.8,7.7,0.0125,0.0,0.1,80.99374999999999,65.2,91.6,1018.9666666666668,1016.1,1020.9,151.58333333333334,10,341,3.2875,0.7,6.1,6
2019-01-19,51.5,143.0,210,1.72,243.0,111.8,0.46,-2.1666666666666665,1,78.79166666666667,159.41666666666666,9.397916666666667,78.79166666666667,356,159.41666666666666,671,5.41875,4.8,6.3,0.0,0.0,0.0,84.37083333333334,69.2,94.7,1015.5291666666668,1013.1,1018.6,109.14583333333331,61,148,2.279166666666667,1.2,3.3,6
2019-01-20,1.8,143.0,210,1.72,243.0,111.8,0.46,-2.0625,0,74.39583333333333,144.0,60.89166666666667,28.89583333333333,154,27.854166666666668,148,9.816666666666666,6.3,11.0,0.0125,0.0,0.1,83.09166666666667,76.0,88.5,1015.1395833333332,1012.8,1019.2,81.5625,25,165,2.2062500000000003,1.1,3.8,6
2019-01-21,26.5,143.0,210,1.72,243.0,111.8,0.46,-3.0,-1,80.08333333333333,158.58333333333334,8.652083333333334,59.3125,326,92.89583333333331,576,6.316666666666666,4.3,10.1,0.0,0.0,0.0,86.68333333333334,77.5,91.7,1020.3895833333332,1019.3,1022.0,32.916666666666664,13,187,2.7145833333333336,0.3,3.9,6
2019-01-22,2.4,143.0,210,1.72,243.0,111.8,0.46,-1.8958333333333333,0,81.6875,160.54166666666666,29.485416666666666,26.041666666666668,114,27.75,154,5.120833333333334,4.3,7.6,0.0,0.0,0.0,83.07916666666667,74.8,90.6,1010.1604166666666,1002.1,1019.1,176.16666666666666,155,202,3.09375,1.8,4.1,6
2019-01-23,3.4,143.0,210,1.72,243.0,111.8,0.46,-1.1041666666666667,0,78.85416666666667,151.08333333333334,46.99166666666667,40.145833333333336,196,38.8125,189,8.897916666666667,7.9,9.4,0.0083333333333333,0.0,0.1,77.80624999999999,73.9,80.9,998.5958333333332,996.4,1002.8,79.79166666666667,5,155,3.5708333333333333,1.9,5.1,6
2019-01-24,1.0,143.0,210,1.72,243.0,111.8,0.46,-2.083333333333333,-2,76.5625,137.85416666666666,51.76458333333333,16.375,72,15.916666666666666,70,6.539583333333333,5.5,8.3,0.0,0.0,0.0,76.14375,72.1,79.9,1009.7708333333334,1003.3,1015.4,270.3958333333333,0,360,2.6750000000000003,1.6,3.9,6
2019-01-25,3.5,143.0,210,1.72,243.0,111.8,0.46,-1.1875,1,80.75,150.125,59.0125,25.14583333333333,127,24.3125,122,8.741666666666667,5.4,16.6,0.0229166666666666,0.0,0.1,76.2375,71.1,80.8,1017.0958333333332,1015.3,1018.2,212.91666666666663,189,262,4.327083333333333,2.6,7.8,6
2019-01-26,3.9,143.0,210,1.72,243.0,111.8,0.46,2.8125,5,81.91666666666667,154.22916666666666,77.04791666666667,25.541666666666668,133,24.6875,129,14.177083333333334,10.1,17.1,0.0604166666666666,0.0,0.3,83.91041666666666,75.4,87.3,1012.2166666666668,1003.3,1017.1,208.2708333333333,192,214,7.8625,7.1,9.3,6
2019-01-27,5.1,143.0,210,1.72,243.0,111.8,0.46,6.041666666666667,8,85.29166666666667,161.8125,74.36458333333333,30.4375,228,31.166666666666668,274,12.8875,9.5,16.5,0.2083333333333333,0.0,0.7,79.57708333333333,70.5,85.9,994.66875,990.2,1002.7,216.375,191,279,9.427083333333334,6.8,10.6,6
2019-01-28,1.5,143.0,210,1.72,243.0,111.8,0.46,2.395833333333333,3,82.625,148.58333333333334,69.64166666666667,24.14583333333333,110,23.27083333333333,106,10.139583333333333,7.0,11.3,0.2125,0.0,0.5,87.92083333333333,85.4,90.4,1000.98125,997.7,1007.8,246.4583333333333,217,282,8.095833333333333,4.5,9.6,6
