,Y_test,Y_pred,Error,Error_Percent
count,1069.0,1069.0,1069.0,1069.0
mean,23.478531337698787,23.451047897338867,0.02748479910815181,39.81474873744885
std,17.94896022136874,17.973697662353516,3.4296768516660627,176.40856532330662
min,0.1,0.05697232857346535,-38.86507873535156,0.0062302698062900045
25%,5.7,4.934464454650879,-1.0226181030273445,2.500178732233251
50%,22.3,22.267438888549805,-0.021479034423826704,6.572549693522596
75%,37.3,37.427276611328125,1.1570613861083956,19.195602337519325
max,78.65,73.81507873535156,36.675070190429686,3563.5823249816895
