production,p_per_m2,facade_area,total_panel_area,exploitation_ratio,cloud_opacity_mean,cloud_opacity_q2,cloud_opacity_q3,dni_mean,dni_std,dni_q3,dni_max,gti_mean,gti_std,gti_q3,gti_max
4.7,143.0,218.0,94.6,0.434,63.86875,63.2,74.825,5.125,35.31966799629381,0.0,246,48.47916666666666,79.8972997589526,80.5,417
12.9,143.0,218.0,94.6,0.434,63.04489795918367,57.3,84.0,28.10204081632653,95.73645354521425,0.0,503,73.75510204081633,154.16908069446632,60.0,606
4.3,143.0,218.0,94.6,0.434,60.19791666666666,64.15,73.0,1.3333333333333333,6.898452904983079,0.0,47,47.895833333333336,62.14473140857535,98.25,221
25.0,143.0,218.0,94.6,0.434,46.42083333333333,45.8,63.45,77.75,164.79936221731575,36.25,785,130.5625,205.5006244490177,196.5,699
22.2,143.0,218.0,94.6,0.434,40.86666666666667,46.9,62.775,112.02083333333331,254.7478093433744,0.0,902,122.3125,213.77530023218705,171.75,823
25.5,143.0,218.0,94.6,0.434,40.90625,43.85,58.975,76.6875,165.32664717448745,36.75,749,118.3125,167.04263135945078,216.75,535
3.2,143.0,218.0,94.6,0.434,56.85833333333333,59.75,76.275,0.3125,2.1650635094610964,0.0,15,39.16666666666666,52.10028518455591,74.0,153
23.9,143.0,218.0,94.6,0.434,45.75625,45.6,87.15,123.75,258.5640790572492,5.5,818,141.52083333333334,255.58152212230567,144.0,838
21.4,143.0,218.0,94.6,0.434,27.45208333333333,15.5,55.25,71.91666666666667,166.81686140263804,15.5,689,118.04166666666669,196.88899111604752,161.0,798
27.9,143.0,218.0,94.6,0.434,33.80416666666667,32.95,50.875,124.79166666666669,206.1273060806276,161.5,757,161.35416666666666,208.19635674284245,363.25,611
26.3,143.0,218.0,94.6,0.434,38.67916666666667,43.15,59.0,80.83333333333333,163.47858644773743,79.0,669,140.52083333333334,197.24625386333844,252.5,687
1.8,143.0,218.0,94.6,0.434,73.60416666666667,81.25,83.725,1.2291666666666667,8.515916470546978,0.0,59,42.8125,55.24362146678978,92.25,170
1.3,143.0,218.0,94.6,0.434,79.62916666666666,80.25,88.85,0.0,0.0,0.0,0,31.45833333333333,40.109402693098815,62.5,132
26.3,143.0,218.0,94.6,0.434,40.96458333333333,38.900000000000006,75.35,133.95833333333334,275.06401253691445,34.25,878,153.08333333333334,232.1634451162089,260.0,812
13.5,143.0,218.0,94.6,0.434,30.3875,14.7,65.25,52.29166666666666,169.95455692166576,0.0,699,80.95833333333333,130.67304632349013,106.0,521
14.7,143.0,218.0,94.6,0.434,22.12708333333333,0.0,52.025,67.1875,181.8002944839972,0.0,757,95.25,137.83192046065503,157.5,509
40.0,143.0,218.0,94.6,0.434,3.4770833333333333,0.0,0.0,280.9583333333333,345.4952016991888,672.0,894,245.2708333333333,313.878600978917,540.0,853
49.7,143.0,218.0,94.6,0.434,1.445833333333333,0.0,0.0,361.7291666666667,408.1166259879661,826.25,927,280.25,360.4685190019918,607.25,942
49.9,143.0,218.0,94.6,0.434,5.814583333333334,0.0,0.0,370.4583333333333,418.6474654821285,843.75,943,284.9583333333333,365.4966285220603,616.5,954
45.7,143.0,218.0,94.6,0.434,5.204166666666667,0.0,0.025,349.5625,400.23588290917286,812.75,921,280.75,362.5461672728804,610.5,947
47.3,143.0,218.0,94.6,0.434,0.4729166666666667,0.0,0.0,351.0208333333333,393.0311280825527,795.5,910,281.4583333333333,360.7021496749665,604.0,945
42.4,143.0,218.0,94.6,0.434,2.7770833333333336,0.0,0.0,197.91666666666663,267.9173287330645,497.75,664,233.41666666666663,315.54807661033567,501.0,838
25.4,143.0,218.0,94.6,0.434,21.01458333333333,19.950000000000003,35.025,63.625,120.1792322838702,64.75,445,136.29166666666666,183.8169716811105,251.5,641
27.8,143.0,218.0,94.6,0.434,24.945833333333336,25.85,41.625,96.41666666666669,155.75278192704673,156.75,671,168.04166666666666,213.82056091382688,347.75,600
41.1,143.0,218.0,94.6,0.434,17.04375,10.2,36.325,221.625,332.52423523899216,497.0,898,230.75,322.35651599472175,406.0,935
47.7,143.0,218.0,94.6,0.434,0.21875,0.0,0.0,353.7708333333333,391.6169556879139,791.25,910,285.1666666666667,362.2279952838763,603.5,946
47.5,143.0,218.0,94.6,0.434,0.0,0.0,0.0,364.125,394.0544095167246,804.75,901,290.4791666666667,366.0110444551101,621.75,955
46.3,143.0,218.0,94.6,0.434,0.0,0.0,0.0,368.0,397.3672399736236,809.25,917,294.0208333333333,369.89391748856247,627.25,967
45.6,143.0,218.0,94.6,0.434,0.9208333333333334,0.0,0.0,355.1458333333333,385.7631833123668,782.0,891,291.4791666666667,366.50941119282027,619.75,958
44.6,143.0,218.0,94.6,0.434,0.8541666666666666,0.0,0.0,290.3541666666667,341.5195386817838,658.25,818,276.5,353.54857621645266,583.5,931
32.4,143.0,218.0,94.6,0.434,34.516666666666666,36.5,50.525,180.7708333333333,293.911713447114,312.0,843,230.5833333333333,315.14223964056885,421.5,927
1.3,143.0,218.0,94.6,0.434,77.85000000000001,80.3,84.35,0.0,0.0,0.0,0,36.0625,42.809526803112206,68.75,138
2.8,143.0,218.0,94.6,0.434,68.02708333333334,69.94999999999999,80.72500000000001,0.0,0.0,0.0,0,46.16666666666666,57.565627056775085,82.25,194
9.9,143.0,218.0,94.6,0.434,46.7625,43.25,59.35,25.229166666666668,88.57098117145227,0.0,421,93.875,110.52286275467787,197.5,347
28.2,143.0,218.0,94.6,0.434,25.56875,25.85,41.8,101.97916666666669,223.3610272471628,21.25,848,189.91666666666663,282.194503115586,277.75,936
15.0,143.0,218.0,94.6,0.434,63.54583333333333,62.7,73.225,11.645833333333334,48.610693851637095,0.0,250,109.58333333333331,161.0642574734103,178.0,631
10.6,143.0,218.0,94.6,0.434,59.675,59.75,79.7,1.5625,9.157966535417662,0.0,63,83.33333333333333,100.27267787926088,152.0,285
3.0,143.0,218.0,94.6,0.434,65.98958333333333,66.35,76.425,0.0,0.0,0.0,0,50.0,61.453320807730734,87.75,204
7.2,143.0,218.0,94.6,0.434,52.96666666666667,58.8,69.42500000000001,0.0,0.0,0.0,0,69.6875,92.06060821603552,145.75,311
47.1,143.0,218.0,94.6,0.434,6.90625,0.0,0.0,367.3333333333333,383.9662736371257,786.75,880,312.2708333333333,381.8613839837883,663.75,993
40.3,143.0,218.0,94.6,0.434,5.585416666666667,0.0,2.3,255.7083333333333,337.7973053527013,598.0,890,282.0416666666667,364.447641415517,582.75,996
12.4,143.0,218.0,94.6,0.434,25.80208333333333,18.6,51.725,8.104166666666666,26.031273812705685,0.0,139,113.20833333333331,134.9412730157848,199.75,409
10.3,143.0,218.0,94.6,0.434,25.95208333333333,3.7,57.65,34.145833333333336,101.17038284620766,0.0,449,106.66666666666669,122.27094666012492,184.5,374
42.8,143.0,218.0,94.6,0.434,0.525,0.0,0.0,354.1875,373.6338893150364,762.25,874,308.7291666666667,377.1792135460352,650.75,983
23.8,143.0,218.0,94.6,0.434,39.66875,36.8,71.75,153.95833333333334,283.6871185050068,57.25,831,191.3958333333333,278.27544440893973,302.5,915
33.7,143.0,218.0,94.6,0.434,33.30416666666667,25.2,53.25,121.79166666666669,188.8503807569811,227.0,705,213.60416666666663,265.859884676387,404.5,812
41.5,143.0,218.0,94.6,0.434,1.0729166666666667,0.0,0.0,406.6041666666667,402.8592352007396,841.75,916,321.125,386.431994237295,680.75,1003
41.2,143.0,218.0,94.6,0.434,0.2125,0.0,0.0,371.8958333333333,381.44134484444334,778.75,893,315.3541666666667,380.88097708559,655.5,994
40.9,143.0,218.0,94.6,0.434,0.0,0.0,0.0,426.5,414.1401242975515,862.0,938,327.9583333333333,392.1391393497071,689.75,1018
41.0,143.0,218.0,94.6,0.434,7.458333333333333,0.0,1.75,331.4583333333333,416.8899011925236,870.0,963,316.5416666666667,401.9939111602675,708.5,1039
39.2,143.0,218.0,94.6,0.434,14.81875,6.5,29.1,238.10416666666663,323.5676942283128,525.25,797,285.4166666666667,363.06149958687377,597.0,969
28.3,143.0,218.0,94.6,0.434,27.414583333333336,32.8,36.25,97.39583333333331,204.59017047407224,0.0,645,195.2083333333333,257.4835634773469,364.25,845
28.3,143.0,218.0,94.6,0.434,36.2625,43.85,55.75,147.66666666666666,285.69239024512297,9.25,846,220.625,332.8131304309283,257.25,970
24.9,143.0,218.0,94.6,0.434,22.860416666666666,16.799999999999997,41.6,158.04166666666666,242.1314886614677,281.0,829,209.125,269.8558815525625,360.25,945
9.7,143.0,218.0,94.6,0.434,51.42083333333333,51.55,73.75,14.541666666666666,68.93813394672601,0.0,462,106.4375,149.0066264769542,169.75,521
8.5,143.0,218.0,94.6,0.434,44.51666666666667,40.95,72.55,9.458333333333334,35.24984281439729,0.0,216,85.25,98.94195590495406,154.25,321
25.4,143.0,218.0,94.6,0.434,25.6375,24.25,49.1,131.64583333333334,229.48893169280203,133.0,813,195.3125,247.24027044514253,337.5,959
24.3,143.0,218.0,94.6,0.434,26.3125,24.55,43.225,155.41666666666666,240.4535460362738,295.0,777,226.9583333333333,279.8599161992218,477.25,760
17.5,143.0,218.0,94.6,0.434,35.18958333333333,37.7,73.875,158.41666666666666,282.1193223739515,164.0,826,163.4375,254.1626976204457,154.25,855
38.2,143.0,218.0,94.6,0.434,0.7578947368421053,0.0,0.0,414.7157894736842,398.5100085012921,837.5,905,339.41052631578947,391.45477428886966,722.0,1019
19.0,143.0,218.0,94.6,0.434,40.31632653061224,33.5,73.3,100.9795918367347,193.74462248407465,36.0,578,176.0612244897959,258.79692876874725,216.0,857
17.9,143.0,218.0,94.6,0.434,50.46875,48.2,74.55,50.0,120.62831959934492,13.0,539,155.66666666666666,200.6825940287281,275.5,803
4.7,143.0,218.0,94.6,0.434,51.552083333333336,62.45,80.9,0.0,0.0,0.0,0,62.04166666666666,72.6331377198828,122.25,210
19.5,143.0,218.0,94.6,0.434,20.4125,4.5,40.025,121.45833333333331,228.1717306163984,77.75,779,167.75,184.90187161751385,310.0,541
21.7,143.0,218.0,94.6,0.434,27.289583333333336,25.25,41.875,67.5,156.2383612686554,41.25,818,183.3333333333333,237.5602349894168,283.25,953
37.0,143.0,218.0,94.6,0.434,21.975,15.55,36.4,296.7916666666667,366.63634707010135,718.0,908,319.6666666666667,381.77671614820594,595.75,1025
5.3,143.0,218.0,94.6,0.434,59.7875,68.25,74.675,0.0,0.0,0.0,0,72.25,80.84855819185728,154.0,240
7.2,143.0,218.0,94.6,0.434,43.32708333333333,38.8,75.275,21.354166666666668,80.25689857889816,0.0,485,85.64583333333333,105.94950414739094,131.0,413
20.8,143.0,218.0,94.6,0.434,38.395833333333336,39.8,54.2,69.60416666666667,149.98492684313928,65.25,707,174.27083333333334,215.42148093993464,259.75,828
16.2,143.0,218.0,94.6,0.434,49.770833333333336,54.900000000000006,68.375,29.77083333333333,98.4363363941133,0.0,540,139.4375,194.79196827450383,185.0,803
26.3,143.0,218.0,94.6,0.434,9.377083333333331,0.0,10.1,289.7083333333333,358.7206557549318,630.5,933,274.75,325.67406366593093,480.0,1019
35.9,143.0,218.0,94.6,0.434,0.4666666666666666,0.0,0.0,462.25,419.1713964173463,888.25,945,352.7083333333333,404.15775087043977,740.25,1045
35.5,143.0,218.0,94.6,0.434,0.2708333333333333,0.0,0.0,456.2708333333333,408.8215414434848,875.75,922,351.4375,402.22704005986367,738.25,1040
35.3,143.0,218.0,94.6,0.434,0.95,0.0,0.0,449.9791666666667,414.6946320542502,885.5,943,351.9166666666667,402.7592508985946,739.75,1043
32.1,143.0,218.0,94.6,0.434,7.489583333333333,0.0,9.725,290.125,344.1276745380684,654.0,834,311.3541666666667,364.8778571255967,631.25,985
27.9,143.0,218.0,94.6,0.434,21.008333333333333,20.8,35.725,223.54166666666663,349.3626999255799,509.75,908,271.4166666666667,342.0993281995887,512.75,1013
25.3,143.0,218.0,94.6,0.434,43.84166666666667,36.8,59.325,69.6875,128.45384240130605,68.0,427,204.22916666666663,273.0884230259133,383.5,757
12.6,143.0,218.0,94.6,0.434,51.41041666666666,59.05,75.5,103.75,241.5503559676225,0.0,776,145.79166666666666,217.7922060943894,169.0,783
15.3,143.0,218.0,94.6,0.434,52.42916666666667,48.15,59.6,3.270833333333333,12.25047039189496,0.0,64,143.0,182.88375566218664,227.0,558
3.7,143.0,218.0,94.6,0.434,77.39583333333333,79.35,87.3,0.0,0.0,0.0,0,57.5,67.83584692225473,106.5,210
30.1,143.0,218.0,94.6,0.434,23.25,6.4,29.575,339.6875,333.67834915003,635.0,858,316.2083333333333,350.3087366779593,645.0,901
32.3,143.0,218.0,94.6,0.434,3.758333333333333,0.0,0.0,409.0416666666667,392.4042617122413,822.75,893,347.3333333333333,392.9514253632826,719.75,1020
23.4,143.0,218.0,94.6,0.434,16.952083333333334,14.95,31.25,204.72916666666663,265.65725315240746,351.75,748,255.4375,263.71163379318773,544.0,683
24.6,143.0,218.0,94.6,0.434,19.629166666666663,16.700000000000003,33.625,182.75,266.8677654856786,351.5,767,239.3958333333333,260.4847150809048,441.75,832
26.8,143.0,218.0,94.6,0.434,10.133333333333333,1.65,17.95,335.0416666666667,358.8256827031419,716.25,879,316.5208333333333,347.3423101319524,630.5,951
11.0,143.0,218.0,94.6,0.434,46.41041666666666,53.3,61.95,44.4375,142.11007214966494,0.0,736,140.52083333333334,161.9569143628301,244.0,601
21.5,143.0,218.0,94.6,0.434,42.325,33.900000000000006,56.225,76.8125,148.48449396084598,107.75,646,175.22916666666666,215.900907094892,343.75,805
21.1,143.0,218.0,94.6,0.434,28.10833333333333,25.15,43.325,111.75,211.73302137462056,107.0,772,201.9375,238.116224638663,338.0,750
23.7,143.0,218.0,94.6,0.434,16.712500000000002,7.8,32.475,243.29166666666663,328.95643883724523,626.25,875,272.9583333333333,313.65104327955714,529.0,909
26.1,143.0,218.0,94.6,0.434,16.210416666666667,6.65,33.625,298.9791666666667,333.91523255979354,631.25,870,307.7916666666667,354.0757196536172,673.25,977
28.6,143.0,218.0,94.6,0.434,0.2770833333333333,0.0,0.0,454.9375,393.3996076889086,844.75,911,349.4166666666667,392.63359744674375,718.75,1017
28.2,143.0,218.0,94.6,0.434,0.5833333333333334,0.0,0.0,476.375,410.4095839472376,884.75,939,355.6458333333333,398.69710625418514,735.0,1032
16.0,143.0,218.0,94.6,0.434,21.329166666666666,0.95,35.925,214.91666666666663,328.5249971598284,489.0,838,225.0,303.4981159463411,323.25,967
28.4,143.0,218.0,94.6,0.434,8.047916666666667,0.0,14.125,350.1458333333333,362.33762259559376,753.25,827,338.4791666666667,378.6818116180848,694.5,988
26.5,143.0,218.0,94.6,0.434,17.564583333333335,6.1,26.625,352.3958333333333,341.5739999313151,709.25,859,318.3541666666667,346.2287086676577,686.75,977
6.8,143.0,218.0,94.6,0.434,41.51041666666666,54.5,78.95,42.60416666666666,122.14061299981933,0.0,487,80.3125,86.24313879585843,123.75,335
25.2,143.0,218.0,94.6,0.434,18.80625,0.9,35.275000000000006,240.2083333333333,359.6803520818991,638.25,877,288.9791666666667,364.0632099420832,546.5,1005
28.6,143.0,218.0,94.6,0.434,2.379166666666667,0.0,1.15,458.3125,416.0250686109744,869.75,946,360.875,399.4077330674039,744.0,1041
15.7,143.0,218.0,94.6,0.434,35.75,36.150000000000006,56.925,66.4375,157.4220382865686,8.75,655,165.77083333333334,192.1603098017917,271.0,714
7.4,143.0,218.0,94.6,0.434,70.175,76.15,82.8,0.9375,4.554194933175534,0.0,24,69.66666666666667,81.5369211066134,108.25,350
11.9,143.0,218.0,94.6,0.434,59.47708333333333,59.15,73.675,21.02083333333333,58.52822180988374,0.0,277,138.16666666666666,146.61968944631323,229.25,498
17.7,143.0,218.0,94.6,0.434,26.87708333333333,16.7,47.675,154.35416666666666,258.22343035106144,261.0,851,217.72916666666663,274.89376977865567,397.0,785
27.2,143.0,218.0,94.6,0.434,7.75,0.0,8.5,443.4583333333333,404.77784599694814,859.25,928,353.7083333333333,392.3124546286258,730.25,1025
8.8,143.0,218.0,94.6,0.434,41.41875,38.0,69.175,0.3125,2.1650635094610964,0.0,15,92.27083333333331,96.40621935957073,151.0,385
22.9,143.0,218.0,94.6,0.434,28.99375,28.4,47.2,121.75,222.144624158572,137.25,823,239.1458333333333,282.54843226960963,449.5,935
19.9,143.0,218.0,94.6,0.434,30.3,25.75,54.75,154.83333333333334,225.6769799753181,272.25,670,221.0208333333333,259.16112539970135,415.5,787
27.1,143.0,218.0,94.6,0.434,0.5916666666666667,0.0,0.0,438.6666666666667,380.7695082851517,822.25,880,349.9375,388.0961389036418,715.75,1005
24.7,143.0,218.0,94.6,0.434,15.289583333333333,2.75,32.85,314.0833333333333,359.1760567135733,721.25,870,310.1666666666667,356.05225132522173,525.5,996
26.1,143.0,218.0,94.6,0.434,10.71875,0.4,17.05,374.6666666666667,364.6790097357455,756.75,873,336.1458333333333,368.8462742455489,684.75,991
15.6,143.0,218.0,94.6,0.434,38.63541666666666,33.45,53.075,118.66666666666669,183.9219692699648,220.0,523,185.0,215.0425984518792,367.5,717
24.3,143.0,218.0,94.6,0.434,19.475,17.5,34.800000000000004,332.9375,340.47966204453013,702.25,824,329.3541666666667,355.99082522144306,699.25,939
7.0,143.0,218.0,94.6,0.434,52.46458333333334,60.6,79.45,2.708333333333333,12.247376329253322,0.0,61,84.52083333333333,103.59228378052704,141.25,402
25.8,143.0,218.0,94.6,0.434,19.129166666666663,5.3,36.55,260.1666666666667,348.9180439851738,672.25,851,284.4791666666667,357.56850196751225,490.5,982
26.3,143.0,218.0,94.6,0.434,8.810416666666667,0.5,12.925,417.0208333333333,381.64791001171767,790.25,898,342.4375,379.1606579291642,668.5,997
25.3,143.0,218.0,94.6,0.434,6.689583333333334,1.0,10.65,332.8125,328.322600582402,673.5,791,327.2083333333333,359.3428374445427,687.25,944
26.7,143.0,218.0,94.6,0.434,2.2687500000000003,0.0,0.0,389.6458333333333,369.2200225998754,772.75,847,340.5208333333333,374.2446571248877,699.75,972
27.1,143.0,218.0,94.6,0.434,1.7958333333333334,0.0,0.0,382.4583333333333,351.49800752035594,739.75,801,335.1666666666667,369.7141122850128,687.0,961
