production,latitude,longitude,vmp,imp,voc,isc,p_per_m2,p_max,panel_area,facade_area,total_panel_area,exploitation_ratio,air_temp_mean,air_temp_std,air_temp_min,air_temp_q1,air_temp_q2,air_temp_q3,air_temp_max,albedo_mean,albedo_std,albedo_min,albedo_q1,albedo_q2,albedo_q3,albedo_max,azimuth_mean,azimuth_std,azimuth_min,azimuth_q1,azimuth_q2,azimuth_q3,azimuth_max,clearsky_dhi_mean,clearsky_dhi_std,clearsky_dhi_min,clearsky_dhi_q1,clearsky_dhi_q2,clearsky_dhi_q3,clearsky_dhi_max,clearsky_dni_mean,clearsky_dni_std,clearsky_dni_min,clearsky_dni_q1,clearsky_dni_q2,clearsky_dni_q3,clearsky_dni_max,clearsky_ghi_mean,clearsky_ghi_std,clearsky_ghi_min,clearsky_ghi_q1,clearsky_ghi_q2,clearsky_ghi_q3,clearsky_ghi_max,clearsky_gti_mean,clearsky_gti_std,clearsky_gti_min,clearsky_gti_q1,clearsky_gti_q2,clearsky_gti_q3,clearsky_gti_max,cloud_opacity_mean,cloud_opacity_std,cloud_opacity_min,cloud_opacity_q1,cloud_opacity_q2,cloud_opacity_q3,cloud_opacity_max,dewpoint_temp_mean,dewpoint_temp_std,dewpoint_temp_min,dewpoint_temp_q1,dewpoint_temp_q2,dewpoint_temp_q3,dewpoint_temp_max,dhi_mean,dhi_std,dhi_min,dhi_q1,dhi_q2,dhi_q3,dhi_max,dni_mean,dni_std,dni_min,dni_q1,dni_q2,dni_q3,dni_max,ghi_mean,ghi_std,ghi_min,ghi_q1,ghi_q2,ghi_q3,ghi_max,gti_mean,gti_std,gti_min,gti_q1,gti_q2,gti_q3,gti_max,precipitable_water_mean,precipitable_water_std,precipitable_water_min,precipitable_water_q1,precipitable_water_q2,precipitable_water_q3,precipitable_water_max,precipitation_rate_mean,precipitation_rate_std,precipitation_rate_min,precipitation_rate_q1,precipitation_rate_q2,precipitation_rate_q3,precipitation_rate_max,relative_humidity_mean,relative_humidity_std,relative_humidity_min,relative_humidity_q1,relative_humidity_q2,relative_humidity_q3,relative_humidity_max,surface_pressure_mean,surface_pressure_std,surface_pressure_min,surface_pressure_q1,surface_pressure_q2,surface_pressure_q3,surface_pressure_max,wind_direction_100m_mean,wind_direction_100m_std,wind_direction_100m_min,wind_direction_100m_q1,wind_direction_100m_q2,wind_direction_100m_q3,wind_direction_100m_max,wind_direction_10m_mean,wind_direction_10m_std,wind_direction_10m_min,wind_direction_10m_q1,wind_direction_10m_q2,wind_direction_10m_q3,wind_direction_10m_max,wind_speed_100m_mean,wind_speed_100m_std,wind_speed_100m_min,wind_speed_100m_q1,wind_speed_100m_q2,wind_speed_100m_q3,wind_speed_100m_max,wind_speed_10m_mean,wind_speed_10m_std,wind_speed_10m_min,wind_speed_10m_q1,wind_speed_10m_q2,wind_speed_10m_q3,wind_speed_10m_max,building_id,day,month,year
27.2,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,5.916666666666667,2.4218274560650173,3,3.75,5.5,8.0,10,0.1697916666666666,0.001443375672974,0.16,0.17,0.17,0.17,0.17,-1.0625,94.98676419554688,-175,-78.5,-1.0,77.25,171,49.5,45.02623348813066,0,0.0,59.0,94.25,102,428.7916666666667,407.5108121961153,0,0.0,442.0,866.5,943,313.8333333333333,346.31447603595313,0,0.0,152.0,653.5,890,343.8333333333333,401.1471493865972,0,0.0,105.5,726.0,1041,20.4125,27.00175427713084,0.0,0.0,4.35,40.0,78.8,0.5041666666666667,1.4357084889517884,-1.9,-0.975,1.15,1.5,2.5,117.60416666666669,136.51665623314256,0,0.0,75.0,239.75,448,122.02083333333331,228.6245169912963,0,0.0,0.0,83.25,780,171.10416666666666,182.71769174299047,0,0.0,117.5,317.5,538,167.72916666666666,185.1906136566452,0,0.0,100.0,310.25,546,9.622916666666669,1.0181835271872457,7.8,8.775,9.8,10.5,11.1,0.025,0.0525923706140777,0.0,0.0,0.0,0.0,0.2,70.56458333333333,17.395248673659136,46.1,52.35,74.5,89.2,90.5,1018.5125,1.4249486739543458,1015.5,1017.6,1018.9,1019.4,1020.2,222.79166666666663,166.72425423541287,1,13.75,346.0,353.25,359,236.2083333333333,154.72156987439453,1,17.0,327.5,349.0,360,4.1937500000000005,1.1753507851212357,1.9,3.275,4.2,5.425000000000001,6.1,2.672916666666667,0.891983108163056,1.1,1.775,2.9,3.225,4.2,2,5,5,2019
27.4,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,7.458333333333333,2.996155929622143,3,4.0,8.0,10.0,11,0.17,0.0,0.17,0.17,0.17,0.17,0.17,-1.125,94.88551332157016,-175,-78.5,-1.0,77.25,171,58.75,55.54967108315592,0,0.0,59.0,116.25,136,411.5625,387.02437694680657,0,0.0,439.0,824.5,893,311.5,342.30308829357523,0,0.0,155.5,643.5,881,339.2291666666667,394.67650311353617,0,0.0,109.0,711.0,1025,27.25625,23.54430776624128,0.0,5.975,25.55,41.825,87.2,1.7645833333333334,1.0539670920885875,-0.4,1.2,2.0,2.2,3.7,134.14583333333334,148.07660317484803,0,0.0,84.0,270.5,418,67.60416666666667,156.9340205015475,0,0.0,0.0,44.0,822,179.72916666666666,221.82077676256137,0,0.0,90.0,293.5,829,182.9583333333333,237.3454218871308,0,0.0,83.5,283.25,955,10.2125,0.4592431331213872,9.4,9.875,10.2,10.5,11.0,0.0125,0.0334218682391595,0.0,0.0,0.0,0.0,0.1,69.73958333333333,16.98493374407979,45.1,54.75,69.15,89.575,93.0,1021.3083333333334,0.5131601439447351,1020.2,1021.1,1021.4,1021.7,1022.0,313.6458333333333,29.796822323317897,255,292.0,312.5,343.0,358,300.1875,37.40955404763002,221,286.75,312.5,327.0,353,2.34375,0.8044837779198348,0.9,1.6,2.3,2.8,3.9,1.45625,0.401012680862795,0.9,1.1,1.35,1.8,2.3,2,6,5,2019
46.9,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,9.375,4.86247025916628,1,4.75,11.0,14.0,15,0.1602083333333333,0.001443375672974,0.16,0.16,0.16,0.16,0.17,-1.2083333333333333,94.7704860991068,-175,-78.5,-1.0,76.5,171,55.25,51.18364931740222,0,0.0,59.0,105.75,123,420.8333333333333,392.3183864058079,0,0.0,465.0,833.75,908,314.0833333333333,343.76227766597555,0,0.0,160.5,649.75,883,341.0416666666667,395.9606663429843,0,0.0,110.0,716.75,1027,21.95625,22.587738212428253,0.0,0.925,15.0,36.35,61.4,1.5416666666666667,1.3342992954839925,-0.1,0.4,1.2,2.45,3.8,83.10416666666667,85.16972781135907,0,0.0,90.5,142.25,306,297.1041666666667,366.3139125606083,0,0.0,2.0,718.25,908,290.6458333333333,334.8334288697179,0,0.0,107.5,558.25,882,319.6041666666667,381.6049388359271,0,0.0,101.0,595.75,1025,11.477083333333333,1.470886197390458,9.5,10.2,11.55,12.725,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.90416666666667,20.70520500223064,35.3,41.15,61.3,82.025,94.7,1017.33125,3.0442940173099764,1011.5,1014.275,1017.9,1020.225,1021.2,161.79166666666666,74.56710766885952,30,81.75,192.0,207.5,322,162.625,82.75717491553226,22,72.25,194.0,211.25,337,1.425,1.117462931937932,0.2,0.7,1.0,1.8,4.1,0.84375,0.5386769647390035,0.2,0.4,0.7,1.15,2.0,2,7,5,2019
7.3,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,10.625,1.5246206364556336,9,9.0,10.0,12.0,13,0.1502083333333333,0.001443375672974,0.15,0.15,0.15,0.15,0.16,-1.2083333333333333,94.57451375757778,-175,-78.25,-1.0,76.5,171,71.47916666666667,68.7697328225308,0,0.0,65.5,140.25,170,360.2708333333333,339.83968307870623,0,0.0,374.5,722.5,787,295.9583333333333,324.63157240388443,0,0.0,149.0,613.25,835,319.6875,370.4108217394601,0,0.0,107.0,671.5,962,59.80416666666667,24.01985843611033,0.0,51.900000000000006,68.1,74.675,83.9,8.002083333333333,2.311073213284927,3.8,6.4,8.3,10.0,11.1,74.75,83.68469190702962,0,0.0,50.0,159.25,248,0.0,0.0,0,0.0,0.0,0.0,0,74.75,83.68469190702962,0,0.0,50.0,159.25,248,72.22916666666667,80.85980501692967,0,0.0,48.5,154.0,240,22.73125,3.237227356465221,15.5,19.95,23.35,25.9,27.5,0.4416666666666666,0.3902172517279308,0.0,0.2,0.3,0.65,1.3,84.75416666666666,6.273482128306773,70.7,84.1,86.95,89.1,91.2,1005.5229166666668,3.03148300084263,1002.0,1003.05,1004.3,1007.9,1011.5,186.6875,11.001269269130503,170,179.0,185.5,199.0,204,180.6875,12.384197635044025,162,171.75,179.0,195.25,200,7.085416666666667,1.7353630539682503,2.6,5.975,7.1,8.274999999999999,9.9,3.852083333333333,1.30073458514522,0.7,2.6500000000000004,4.35,4.725,5.6,2,8,5,2019
9.5,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,11.333333333333334,1.8022838151508247,9,9.75,11.0,13.0,14,0.1695833333333333,0.0028867513459481,0.15,0.17,0.17,0.17,0.17,-1.2291666666666667,94.3896946194584,-175,-78.25,-1.0,76.25,171,52.9375,50.03122695090303,0,0.0,51.5,107.5,125,422.0833333333333,384.0454224760694,0,0.0,509.0,819.0,889,310.1458333333333,336.208964249682,0,0.0,166.5,640.25,866,333.8958333333333,385.7819491924098,0,0.0,111.0,703.0,1002,43.43541666666667,33.404952426716704,0.0,6.4,39.2,75.5,92.3,8.372916666666667,1.4700903986292284,6.2,6.6,8.850000000000001,9.7,10.3,78.125,87.81111861940656,0,0.0,52.5,131.25,298,20.9375,78.73748634112691,0,0.0,0.0,0.0,479,87.6875,106.79970440830876,0,0.0,52.5,133.5,402,85.10416666666667,104.9304206308107,0,0.0,50.5,129.25,406,19.191666666666663,1.3307865748501584,16.8,17.975,19.3,20.25,21.4,0.38125,0.4098034038258272,0.0,0.0,0.2,0.625,1.4,83.18333333333334,3.6556184291157545,76.7,79.875,83.95,86.125,88.5,1003.1875,2.699458180466078,1000.2,1000.875,1002.45,1004.55,1008.7,210.0625,19.89911390093925,180,194.0,204.0,231.5,239,204.6458333333333,20.06106590508657,173,189.5,201.0,222.5,235,8.36875,1.868798254198034,5.5,7.175,7.95,9.975,12.0,4.702083333333333,1.5321365395703237,2.3,3.775,4.2,6.1,7.6,2,9,5,2019
26.8,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,13.145833333333334,2.483902072052379,10,10.75,13.0,16.0,17,0.17,0.0,0.17,0.17,0.17,0.17,0.17,-1.1875,94.2594103321796,-175,-78.25,-1.0,76.25,171,49.9375,46.15856401487046,0,0.0,53.0,97.25,111,434.1666666666667,393.2280121043593,0,0.0,524.5,838.5,896,315.125,340.6986329744196,0,0.0,172.0,649.25,876,338.3541666666667,390.5064082392075,0,0.0,114.5,711.0,1012,38.33125,26.16558691926836,0.0,17.425,39.8,54.075,83.1,9.20625,0.4746359186988992,8.5,8.7,9.35,9.525,10.1,131.14583333333334,137.34999393277502,0,0.0,89.5,231.0,436,70.27083333333333,151.81381928846386,0,0.0,0.0,68.0,723,174.0625,203.34190955346875,0,0.0,128.5,270.75,743,174.39583333333334,215.64763808596825,0,0.0,103.5,261.75,835,18.79375,1.970139453968955,16.6,17.1,18.3,20.125,22.8,0.1791666666666666,0.1713008220389081,0.0,0.1,0.2,0.2,0.7,77.96875,11.420738066286408,59.5,66.89999999999999,79.35,88.875,92.2,1011.35625,1.0546565943068316,1008.9,1010.75,1011.9,1012.125,1012.4,204.6875,24.690558321203792,153,196.5,213.0,220.0,231,196.60416666666663,31.57142498979931,120,191.75,205.0,218.5,232,4.077083333333333,1.4465276962044396,2.0,2.875,3.75,5.8,6.2,2.208333333333333,0.5148159486582639,1.1,1.8,2.35,2.6,3.1,2,10,5,2019
21.4,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,12.520833333333334,2.633576835855488,8,10.0,12.5,15.0,17,0.1602083333333333,0.001443375672974,0.16,0.16,0.16,0.16,0.17,-1.25,94.1550328594598,-175,-77.5,-1.0,76.25,171,57.16666666666666,56.02861477636999,0,0.0,57.5,100.25,154,406.5208333333333,383.68687308535095,0,0.0,419.0,810.0,919,312.4791666666667,341.04944357232563,0,0.0,163.0,651.0,883,335.6875,389.3757227376237,0,0.0,111.5,711.25,1019,49.79583333333333,25.24158135058131,0.0,32.4,55.0,68.65,90.2,9.052083333333334,1.66375499210637,6.7,7.5,8.75,10.425,11.9,113.375,131.8359110667822,0,0.0,64.5,193.75,394,30.52083333333333,100.27366587183238,0,0.0,0.0,0.0,550,138.5625,186.38143299113727,0,0.0,64.5,193.75,726,139.70833333333334,195.56094531713973,0,0.0,62.5,187.25,809,19.2625,3.181905290324612,12.6,17.25,19.15,21.125,24.4,0.2604166666666667,0.2726852938893957,0.0,0.1,0.1,0.3,1.1,80.63541666666667,11.123226410540331,57.5,73.225,84.95,89.85,91.7,1013.1666666666666,5.213580194043024,1008.5,1009.2,1010.4,1017.025,1023.9,254.54166666666663,56.35561794319059,164,212.0,234.5,321.25,337,248.5625,54.459395864004414,156,207.0,234.0,301.0,334,7.483333333333333,1.4323516347858714,3.6,6.875,8.2,8.4,9.2,4.485416666666667,1.1721937214331837,1.7,3.875,4.65,5.325,6.0,2,11,5,2019
34.8,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,9.541666666666666,2.5926108858974115,6,7.0,9.0,12.0,14,0.1697916666666666,0.001443375672974,0.16,0.17,0.17,0.17,0.17,-1.2708333333333333,93.99994105551194,-175,-77.5,-1.0,75.5,171,48.66666666666666,43.96097560207832,0,0.0,55.5,94.75,103,453.2916666666667,408.9201117595202,0,0.0,545.5,876.5,937,327.4375,352.17826157435087,0,0.0,183.5,671.75,904,349.8541666666667,402.5294486165528,0,0.0,121.5,732.75,1042,9.366666666666667,17.828322355571892,0.0,0.0,0.0,10.1,65.9,3.372916666666667,1.4482182131529078,1.2,1.9,3.55,4.6,6.3,99.0,133.40707180847136,0,0.0,61.5,99.0,466,290.4375,359.1591187849516,0,0.0,27.0,630.5,933,266.4583333333333,294.5109150405366,0,0.0,174.0,481.75,887,274.8958333333333,325.81382489530404,0,0.0,125.5,480.0,1019,10.175,1.14045530288229,8.8,9.275,9.95,10.975,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.65833333333333,16.883112969654007,43.5,54.7,63.8,86.0,92.7,1030.2270833333334,2.9101246287074107,1024.2,1028.375,1031.3000000000002,1031.975,1034.1,90.60416666666669,134.55533380215715,1,17.0,23.0,29.0,359,106.77083333333331,141.78996147033422,2,14.0,22.0,298.25,358,5.675,0.987690191757323,3.8,4.875,5.75,6.7,7.1,3.4145833333333333,0.9957333624409772,1.6,2.6500000000000004,3.4,4.2,5.0,2,12,5,2019
44.4,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,10.9375,3.800370922546399,5,7.75,11.0,15.0,16,0.17,0.0,0.17,0.17,0.17,0.17,0.17,-1.2708333333333333,93.90686639824372,-175,-77.25,-1.0,75.5,171,45.0625,40.6114993933827,0,0.0,51.5,86.25,96,468.6875,415.9213385249975,0,0.0,590.5,888.25,945,331.25,354.2337550142411,0,0.0,190.5,679.5,909,352.2708333333333,404.5059892033967,0,0.0,123.5,740.25,1045,0.4666666666666666,2.484533719114804,0.0,0.0,0.0,0.0,16.7,1.0875,1.3880378006993233,-1.2,0.075,1.4500000000000002,2.025,3.5,45.47916666666666,40.56672443278694,0,0.0,52.5,86.25,96,462.2916666666667,419.2115678896305,0,0.0,585.5,888.25,945,330.9166666666667,354.48001073993504,0,0.0,190.0,679.5,909,352.7083333333333,404.15775087043977,0,0.0,124.0,740.25,1045,9.8875,0.6245423856627837,8.8,9.375,10.05,10.325,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.38541666666666,16.03700494114377,33.4,37.325,52.6,70.07499999999999,78.3,1033.34375,0.8848383071426712,1031.7,1032.475,1033.6,1034.1,1034.6,39.5,5.592548233558728,26,35.75,39.5,44.0,49,34.5,7.431960882108538,20,29.0,31.0,41.0,48,7.533333333333334,0.4965126611628705,6.7,7.2,7.4,7.625,8.7,4.40625,1.0391089165364396,3.1,3.5,4.05,5.325,6.1,2,13,5,2019
43.7,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,10.8125,3.558963810472835,5,7.0,11.0,14.25,15,0.17,0.0,0.17,0.17,0.17,0.17,0.17,-1.3333333333333333,93.73464886136352,-175,-77.25,-1.0,75.25,171,49.770833333333336,45.6728605961512,0,0.0,54.0,95.0,114,459.9166666666667,407.2084955710626,0,0.0,580.0,875.75,922,331.2708333333333,353.4594827412561,0,0.0,192.0,679.75,906,351.1666666666667,402.4489571617342,0,0.0,124.5,738.25,1040,0.2708333333333333,1.3888550823308787,0.0,0.0,0.0,0.0,8.7,-0.4895833333333333,0.7122752227248967,-1.4,-1.2,-0.45,-0.05,0.8,49.97916666666666,45.60071368577999,0,0.0,54.0,95.0,114,456.3541666666667,408.8385463768626,0,0.0,580.0,875.75,922,331.0833333333333,353.60079867372343,0,0.0,192.0,679.75,906,351.4375,402.22704005986367,0,0.0,124.5,738.25,1040,10.129166666666666,0.3847952389083378,9.5,9.8,10.1,10.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.32708333333333,12.466171068106306,32.0,34.625,45.8,59.85,67.5,1028.41875,2.0324658799575595,1025.9,1026.3,1028.35,1030.6,1031.5,44.145833333333336,6.536280363701344,34,40.75,43.5,49.0,61,37.1875,8.826112731970216,18,33.0,38.0,44.25,52,6.6625000000000005,0.9659357716192204,5.0,6.0,6.55,7.225,8.4,3.84375,1.2339016564833445,2.4,2.9,3.3,4.925,6.0,2,14,5,2019
43.5,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,10.395833333333334,3.624617857089087,5,7.0,11.0,14.0,15,0.17,0.0,0.17,0.17,0.17,0.17,0.17,-1.2291666666666667,93.51305281135512,-175,-77.25,-1.0,75.25,171,45.66666666666666,40.63764805837454,0,0.0,54.0,88.0,95,465.0,412.1821534947559,0,0.0,578.0,885.5,943,332.1458333333333,354.3660200308183,0,0.0,193.0,682.25,910,351.6041666666667,403.1142459668456,0,0.0,125.5,739.75,1043,0.9583333333333334,2.8757854307947994,0.0,0.0,0.0,0.0,15.0,0.46875,0.7836510974618688,-0.8,-0.125,0.45,0.8,2.1,47.35416666666666,41.337989113787714,0,0.0,56.0,88.5,96,449.9166666666667,414.7297932611542,0,0.0,507.0,885.5,943,330.9583333333333,354.8411666451616,0,0.0,185.0,682.25,910,351.8541666666667,402.7140894662241,0,0.0,124.0,739.75,1043,11.925,1.803719561162196,9.7,10.375,11.35,13.75,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.525,14.713252095782304,33.5,38.375,51.1,64.875,76.5,1022.5041666666666,1.9643588454656151,1019.6,1020.6,1022.2,1024.325,1025.9,45.4375,7.225564102251441,30,41.0,47.0,50.0,63,39.10416666666666,8.832338027694647,20,35.5,40.5,44.25,53,6.03125,0.5864267018099917,5.2,5.5,6.0,6.4,7.5,3.497916666666667,0.967446646686212,2.1,2.6750000000000003,3.45,4.525,5.0,2,15,5,2019
40.8,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,10.833333333333334,3.8994453142549967,5,7.0,12.0,14.0,16,0.17,0.0,0.17,0.17,0.17,0.17,0.17,-1.2083333333333333,93.46815553594055,-175,-77.25,-1.0,75.25,171,62.47916666666666,57.9988956546857,0,0.0,65.0,116.25,152,412.1666666666667,372.0049378151657,0,0.0,487.0,793.5,872,320.5416666666667,342.68818146576353,0,0.0,184.0,656.0,878,338.6458333333333,386.98586975046624,0,0.0,124.0,707.5,999,7.479166666666667,13.311216807933128,0.0,0.0,0.0,9.625,47.2,3.9020833333333336,2.2603416784959967,0.6,1.725,4.25,6.175,6.9,94.47916666666669,99.87502607425608,0,0.0,75.5,150.5,313,290.3125,344.4220046501589,0,0.0,22.5,654.0,835,292.3333333333333,327.5317319909521,0,0.0,130.0,592.25,867,311.3958333333333,364.9557676249206,0,0.0,103.0,628.25,985,17.177083333333332,1.6596897407229434,13.7,15.95,17.950000000000003,18.4,19.0,0.0083333333333333,0.0403881873046917,0.0,0.0,0.0,0.0,0.2,63.56041666666667,10.05016649768578,49.4,53.55,65.3,71.7,84.1,1014.30625,2.9687311029634538,1009.6,1011.4,1014.2,1017.2,1019.2,43.833333333333336,7.815242426463632,29,39.75,43.5,47.0,66,36.625,8.141370578325064,22,29.75,36.0,45.0,50,4.460416666666666,0.6954990809707844,3.6,3.9,4.35,4.7,6.4,2.527083333333333,0.5472327224154904,1.7,2.075,2.5,3.0,3.5,2,16,5,2019
34.9,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,13.791666666666666,4.842007379279065,6,9.0,14.0,18.0,20,0.17,0.0,0.17,0.17,0.17,0.17,0.17,-1.2083333333333333,93.3020622638912,-175,-76.5,-1.0,75.25,171,57.8125,52.018677599002224,0,0.0,65.0,107.25,128,420.5,385.371442813515,0,0.0,467.0,816.0,910,325.0,348.6875086999881,0,0.0,183.0,668.25,900,343.5625,393.7206000506645,0,0.0,124.0,720.75,1027,20.935416666666665,21.180545967520985,0.0,0.0,20.65,35.625,68.9,7.39375,1.3924425577364925,5.2,6.7,7.15,8.1,9.8,99.20833333333331,116.15359573176562,0,0.0,82.5,137.75,444,224.54166666666663,349.9972618940515,0,0.0,0.0,534.75,908,257.2291666666667,309.9695413714292,0,0.0,110.5,510.0,890,272.0833333333333,342.88530638295555,0,0.0,105.0,514.25,1013,18.416666666666668,2.8559257792767667,14.8,15.675,17.75,20.925,23.3,0.0041666666666666,0.0201940936523458,0.0,0.0,0.0,0.0,0.1,68.32708333333333,18.3286862662938,43.3,49.150000000000006,69.25,85.85,94.4,1006.375,1.3556030298240511,1004.6,1005.175,1006.0,1007.725,1009.4,160.4375,81.27806389311182,67,93.0,105.0,243.0,304,147.35416666666666,85.3651704308908,44,69.0,104.5,223.5,304,2.2,0.7246422448206586,1.1,1.5,2.3,2.7,3.5,1.2395833333333333,0.3240301951607079,0.8,1.0,1.1,1.4249999999999998,2.0,2,17,5,2019
33.0,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,14.604166666666666,2.811371917185202,11,12.0,14.0,17.0,19,0.1602083333333333,0.001443375672974,0.16,0.16,0.16,0.16,0.17,-1.2291666666666667,93.18735179980698,-175,-76.5,-1.0,74.5,170,83.9375,79.41659782840297,0,0.0,79.0,168.5,209,347.0,324.5338391692882,0,0.0,361.0,677.5,798,308.1875,332.20005868356145,0,0.0,169.5,632.25,865,324.6666666666667,370.9292146346841,0,0.0,122.0,675.0,979,43.87916666666666,20.69817504889284,14.1,27.8,36.6,59.325,86.0,10.670833333333334,1.1903795806797468,8.9,9.575,10.75,11.9,12.2,143.0,172.1907650673174,0,0.0,52.0,329.75,483,69.16666666666667,127.1111648398769,0,0.0,0.0,68.0,419,198.3125,260.0121237967119,0,0.0,52.0,390.0,705,203.91666666666663,272.6974657040627,0,0.0,50.0,383.5,757,24.15416666666667,1.3051385079073776,22.9,23.3,23.7,24.475,27.2,0.1708333333333333,0.2924280841457659,0.0,0.0,0.0,0.2,1.0,77.97083333333333,10.813957850720668,59.3,67.525,81.25,86.525,92.0,1005.76875,0.6372000754631862,1004.4,1005.375,1006.0,1006.3,1006.4,168.77083333333334,147.0961821081028,3,19.5,272.0,290.75,359,180.72916666666663,143.79739582516535,1,21.0,248.5,316.0,356,2.370833333333333,0.8391886490250463,0.8,1.8,2.3,3.025,3.8,1.4166666666666667,0.6247836504975767,0.5,0.875,1.35,1.825,2.8,2,18,5,2019
19.1,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,15.145833333333334,2.6736665663095365,11,13.0,15.0,17.0,19,0.16,0.0,0.16,0.16,0.16,0.16,0.16,-1.25,93.0057193391204,-175,-76.25,-1.0,74.5,170,67.22916666666667,60.62449458735001,0,0.0,74.0,130.25,142,387.2708333333333,357.63125783132296,0,0.0,414.5,761.25,840,316.5833333333333,338.96669222759385,0,0.0,179.5,648.5,872,333.2708333333333,380.0400169065813,0,0.0,126.0,694.0,988,51.427083333333336,28.881487404846585,0.0,32.05,59.05,75.375,95.2,11.13125,0.8189656813530353,9.7,10.4,11.2,11.7,12.7,82.125,107.06105337113102,0,0.0,40.0,125.25,368,104.75,242.96409856497183,0,0.0,0.0,0.0,777,145.35416666666666,209.52585678889503,0,0.0,40.0,184.0,716,146.1875,218.60833102518532,0,0.0,38.5,170.75,783,24.766666666666666,1.0298385193254915,23.1,24.3,24.7,24.925,27.6,0.1875,0.3022081852532167,0.0,0.0,0.0,0.2,1.1,78.97500000000001,15.15555512225895,55.9,65.02499999999999,79.25,94.0,97.2,1005.0979166666666,0.5647404161104926,1003.9,1004.7,1005.3,1005.5,1006.0,291.5416666666667,72.38900772711499,0,275.25,302.5,336.5,357,285.2083333333333,35.07436375627931,236,255.25,279.0,316.25,345,1.9375,1.0550032771956763,0.3,0.975,2.0,2.7,4.1,1.2395833333333333,0.5738038746164257,0.4,0.7,1.5,1.7,2.1,2,19,5,2019
21.6,48.575947,7.771328,27.3,7.7,33.3,8.17,143.0,210,1.72,243.0,111.8,0.46,14.291666666666666,1.7130082203890815,12,13.0,14.0,16.0,17,0.16,0.0,0.16,0.16,0.16,0.16,0.16,-1.25,92.89928199800408,-175,-76.25,-1.0,74.25,170,88.22916666666667,83.30468035772986,0,0.0,81.5,175.25,207,331.9791666666667,312.74471198708784,0,0.0,334.5,656.5,752,305.125,328.31767342141524,0,0.0,168.5,627.5,851,320.1458333333333,364.58965506170654,0,0.0,123.0,667.0,957,52.49791666666667,14.62080257399714,30.1,41.975,47.95,59.925,91.9,11.966666666666669,0.6839601000348743,10.6,11.4,12.05,12.525,13.0,144.125,181.94886176580587,0,0.0,45.0,233.0,514,3.208333333333333,11.994605761586604,0,0.0,0.0,0.0,62,146.85416666666666,187.5312160776069,0,0.0,45.0,233.0,561,142.58333333333334,182.69784767779635,0,0.0,43.5,225.5,556,28.1375,0.5948806424177904,27.0,27.8,28.05,28.4,29.3,0.2270833333333333,0.1454846388518181,0.0,0.1,0.2,0.3,0.6,86.03958333333333,6.768095982397888,75.6,81.1,84.69999999999999,94.075,96.0,1006.70625,1.5820006522850063,1004.8,1005.475,1006.55,1007.65,1010.1,288.6041666666667,12.60654943481689,268,276.0,290.0,298.0,311,281.1666666666667,20.69467331334561,239,268.25,286.0,295.0,311,4.758333333333334,1.7748638944920907,2.6,3.4,4.15,6.75,7.5,2.833333333333333,1.135000859186727,1.2,1.75,2.95,3.925,4.6,2,20,5,2019
